% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.403662360e+00 +2.403662360e+00 +9.534366236e+01 +9.534366236e+01 -1.5476e+00 +2.3605e+00
72 +6.009155901e-01 +6.009155901e-01 +9.354091559e+01 +9.354091559e+01 -9.0702e-01 +1.6183e+00
288 +1.959908441e-01 +1.959908441e-01 +9.313599084e+01 +9.313599084e+01 -2.2671e-01 +6.5985e-01
310 +5.408240311e-02 +5.408240311e-02 +9.299408240e+01 +9.299408240e+01 -4.2939e-01 +9.9428e-01
333 +2.068633887e-02 +2.068633887e-02 +9.296068634e+01 +9.296068634e+01 -1.4538e-01 +6.7119e-01
379 +6.009155901e-03 +6.009155901e-03 +9.294600916e+01 +9.294600916e+01 -1.5718e-01 +6.5503e-01
398 +8.090239589e-11 +8.090239589e-11 +9.294000000e+01 +9.294000000e+01 -2.3646e-01 +7.3201e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.767289628e+02 +1.767289628e+02 +2.120789628e+02 +2.120789628e+02 -3.8052e+00 +1.0898e+00
2 +3.137654933e+01 +3.137654933e+01 +6.672654933e+01 +6.672654933e+01 -2.3172e+00 -1.9108e+00
5 +5.392902533e+00 +5.392902533e+00 +4.074290253e+01 +4.074290253e+01 -2.4914e-01 +7.5620e-02
29 +3.708886717e+00 +3.708886717e+00 +3.905888672e+01 +3.905888672e+01 +3.3700e+00 +3.0202e+00
47 +8.744751457e-01 +8.744751457e-01 +3.622447515e+01 +3.622447515e+01 +1.8636e+00 +1.2122e+00
63 +4.271685636e-01 +4.271685636e-01 +3.577716856e+01 +3.577716856e+01 +1.2208e+00 +9.5113e-01
314 +2.672123622e-01 +2.672123622e-01 +3.561721236e+01 +3.561721236e+01 +1.9571e+00 +1.8853e+00
