% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (-3.724500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.272126639e+01 +2.272126639e+01 -3.497287336e+02 -3.497287336e+02 +3.6724e+00 -2.2656e+00 +3.3406e+00 +1.4439e+00 -2.4618e+00
5 +9.498603425e+00 +9.498603425e+00 -3.629513966e+02 -3.629513966e+02 -3.6513e+00 +4.6761e+00 +2.2055e+00 +1.6952e+00 -4.9685e+00
12 +4.284721372e+00 +4.284721372e+00 -3.681652786e+02 -3.681652786e+02 +2.0466e+00 +4.1176e+00 +1.7427e+00 -3.0486e+00 +2.9794e+00
48 +3.952389098e+00 +3.952389098e+00 -3.684976109e+02 -3.684976109e+02 -3.8765e+00 +7.2348e-01 +2.0842e+00 +3.5175e+00 +2.9384e+00
% function evaluation | noise-free fitness - Fopt (8.450000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.204926009e+01 +2.204926009e+01 +3.049926009e+01 +3.049926009e+01 -2.4503e+00 +2.2437e+00 -3.9890e+00 +3.2118e+00 +2.0555e+00
3 +5.791865753e+00 +5.791865753e+00 +1.424186575e+01 +1.424186575e+01 -3.7020e-01 +1.7257e+00 -4.8415e+00 +2.5313e+00 -1.2184e+00
% function evaluation | noise-free fitness - Fopt (1.184000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.118374530e+01 +1.118374530e+01 +2.302374530e+01 +2.302374530e+01 +2.3584e+00 +4.9991e+00 -3.7032e+00 -2.2592e+00 +2.9624e+00
12 +8.316384116e+00 +8.316384116e+00 +2.015638412e+01 +2.015638412e+01 -4.1446e+00 -1.2872e+00 +3.5122e+00 +3.3282e+00 +4.1717e+00
% function evaluation | noise-free fitness - Fopt (1.581200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.227188563e+00 +7.227188563e+00 +1.653471886e+02 +1.653471886e+02 -1.6322e+00 +8.2662e-01 +1.0502e+00 +2.5137e+00 -2.5560e+00
24 +5.929862894e+00 +5.929862894e+00 +1.640498629e+02 +1.640498629e+02 +1.5333e+00 +4.9094e-01 +1.4341e+00 +3.1586e+00 -2.1379e+00
