% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.158223244e+03 +2.158223244e+03 +2.188193244e+03 +2.188193244e+03 -2.0648e+00 +9.6689e-01 +2.9966e+00 -3.2802e+00 -2.4322e+00 -1.7511e+00 -1.8714e+00 -8.1323e-01 -2.1153e+00 +1.3261e+00
12 +1.507028932e+03 +1.507028932e+03 +1.536998932e+03 +1.536998932e+03 +1.3596e-01 +1.6800e+00 +1.6294e-01 -7.0790e-01 +3.8406e+00 +2.5433e+00 +2.5968e-01 -3.5697e+00 -3.7665e+00 +9.9353e-01
593 +9.860691661e+02 +9.860691661e+02 +1.016039166e+03 +1.016039166e+03 +1.0106e+00 -1.0634e+00 -1.9194e+00 +2.7883e-01 +1.1518e+00 +1.2264e+00 -5.0133e-01 -2.8254e+00 +6.9626e-02 +2.2173e+00
3874 +6.256633006e+02 +6.256633006e+02 +6.556333006e+02 +6.556333006e+02 +8.9599e-01 -1.5114e+00 -2.2379e+00 -6.5208e-01 +2.1558e+00 +1.3402e+00 -1.7752e+00 -2.9963e+00 +3.7277e-01 +1.4972e+00
6389 +3.965163275e+02 +3.965163275e+02 +4.264863275e+02 +4.264863275e+02 +6.0818e-01 -1.3575e+00 -2.7245e+00 -1.0499e+00 +2.5976e+00 +2.0979e+00 -2.8998e+00 -3.1168e+00 +2.8854e-01 +8.7330e-01
7909 +2.501560069e+02 +2.501560069e+02 +2.801260069e+02 +2.801260069e+02 +1.1212e+00 -1.5866e+00 -2.7732e+00 -1.1692e+00 +3.1568e+00 +2.2758e+00 -3.5089e+00 -3.1551e+00 +4.3793e-01 +4.3613e-01
9262 +1.566259033e+02 +1.566259033e+02 +1.865959033e+02 +1.865959033e+02 +1.1552e+00 -1.5895e+00 -2.8568e+00 -1.4057e+00 +3.4844e+00 +2.6181e+00 -3.8272e+00 -2.9604e+00 +4.5899e-01 -9.0263e-02
10062 +9.735415189e+01 +9.735415189e+01 +1.273241519e+02 +1.273241519e+02 +1.2439e+00 -1.6159e+00 -3.0741e+00 -1.2722e+00 +3.6736e+00 +2.7514e+00 -4.0009e+00 -2.9325e+00 +4.6533e-01 -4.7878e-01
11035 +6.067627318e+01 +6.067627318e+01 +9.064627318e+01 +9.064627318e+01 +1.3293e+00 -1.5301e+00 -3.0841e+00 -1.3124e+00 +3.9009e+00 +2.6586e+00 -4.0682e+00 -2.9365e+00 +4.0201e-01 -6.8891e-01
11448 +3.009952785e+01 +3.009952785e+01 +6.006952785e+01 +6.006952785e+01 +1.4727e+00 -1.5383e+00 -3.0065e+00 -1.2559e+00 +4.0138e+00 +2.6669e+00 -4.0505e+00 -2.8809e+00 +2.6136e-01 -9.1804e-01
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.990693130e+03 +1.990693130e+03 +1.938983130e+03 +1.938983130e+03 -2.3779e+00 +1.0801e+00 -2.3116e+00 -1.5648e+00 +6.2229e-01 +3.4870e+00 +3.8334e-01 -4.8707e-01 +2.3191e+00 +1.2420e+00
2 +1.565743218e+03 +1.565743218e+03 +1.514033218e+03 +1.514033218e+03 -1.3246e-01 +1.6705e+00 -7.7567e-01 +3.2814e-01 +2.3596e+00 +1.5646e+00 +3.2929e+00 +3.0710e+00 -3.1833e+00 +2.6241e+00
358 +9.986976847e+02 +9.986976847e+02 +9.469876847e+02 +9.469876847e+02 +9.6716e-01 +2.2152e+00 -2.4847e+00 -9.0828e-01 -2.2047e-01 -3.3491e+00 -1.4751e+00 -1.8635e-01 -1.9118e+00 +2.1169e+00
3227 +6.265453159e+02 +6.265453159e+02 +5.748353159e+02 +5.748353159e+02 +1.7410e+00 +2.1845e+00 -3.5973e+00 -1.7071e+00 +4.0634e-01 -3.0691e+00 -2.1600e+00 +6.1732e-01 -2.6500e+00 +2.1545e+00
5479 +3.901408609e+02 +3.901408609e+02 +3.384308609e+02 +3.384308609e+02 +2.9140e+00 +1.1975e+00 -4.7091e+00 -1.0622e+00 +8.1224e-01 +1.0917e+00 -3.8157e+00 +2.0408e+00 -1.8960e+00 -9.4528e-01
6846 +2.454287738e+02 +2.454287738e+02 +1.937187738e+02 +1.937187738e+02 +2.9030e+00 +1.3664e+00 -5.0412e+00 -1.5247e+00 +1.0802e+00 +7.5116e-01 -3.7177e+00 +2.0081e+00 -2.1019e+00 -6.6686e-01
7843 +1.552262978e+02 +1.552262978e+02 +1.035162978e+02 +1.035162978e+02 +3.0051e+00 +1.3123e+00 -4.7272e+00 -2.0549e+00 +1.2785e+00 +5.7645e-01 -3.6808e+00 +2.1393e+00 -2.3894e+00 -3.5195e-01
8493 +9.749440040e+01 +9.749440040e+01 +4.578440040e+01 +4.578440040e+01 +2.7980e+00 +1.4766e+00 -4.7360e+00 -2.2640e+00 +1.1898e+00 +4.7075e-01 -3.3675e+00 +2.0905e+00 -2.3855e+00 -2.9826e-01
9229 +5.556098312e+01 +5.556098312e+01 +3.850983123e+00 +3.850983123e+00 +2.9433e+00 +1.4709e+00 -4.7496e+00 -2.5926e+00 +1.1482e+00 +4.0519e-01 -3.3017e+00 +2.1029e+00 -2.4955e+00 -2.8232e-01
12558 +3.770691632e+01 +3.770691632e+01 -1.400308368e+01 -1.400308368e+01 +2.7320e+00 +1.4551e+00 -4.6829e+00 -2.6392e+00 +1.2319e+00 +3.8033e-01 -3.2241e+00 +2.1045e+00 -2.5836e+00 -2.0692e-01
% function evaluation | noise-free fitness - Fopt (-2.799500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.874851080e+03 +1.874851080e+03 +1.594901080e+03 +1.594901080e+03 -3.2743e+00 +3.4719e+00 -1.6818e+00 -3.9642e+00 +3.6999e-01 -1.2712e+00 +2.1267e+00 -6.0967e-01 +3.7814e+00 -3.3272e+00
