% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
18280 +9.800424504e+03 +9.800424504e+03 +1.007951450e+04 +1.007951450e+04 -1.1134e+00 +2.4919e-01 -2.5623e+00 -4.6798e-01 +2.0854e+00 -2.5828e+00 +5.3216e-01 +1.5000e+00 +9.3926e-01 -1.5836e+00 -4.7660e+00 +2.3373e+00 +3.3618e-01 +2.4595e+00 -3.5219e-01 +4.3354e+00 +9.0372e-01 -5.9944e-01 -3.4761e+00 -5.4627e-01
24448 +6.055756813e+03 +6.055756813e+03 +6.334846813e+03 +6.334846813e+03 -7.0100e-01 +5.3348e-01 -2.0478e+00 -5.6013e-01 +1.9909e+00 -2.2473e+00 +2.1754e-01 +1.3672e+00 +9.7246e-01 -1.6670e+00 -5.1647e+00 +2.0244e+00 +2.6797e-01 +2.3650e+00 +2.2179e-01 +4.1947e+00 +5.3371e-01 -1.3338e+00 -3.5934e+00 -2.2817e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.899944804e+07 +1.899944804e+07 +1.900044804e+07 +1.900044804e+07 -1.8849e+00 -2.5138e+00 -2.6089e+00 +3.7121e-01 -1.8367e+00 -1.8650e+00 -2.0053e+00 +3.8396e+00 -1.2664e+00 +1.2314e-01 +1.4778e+00 +3.3234e+00 -7.3956e-01 -9.5809e-01 -3.0353e+00 -6.8007e-03 -1.8900e+00 +8.0996e-01 +2.5844e+00 +3.1707e+00
4 +4.362882304e+06 +4.362882304e+06 +4.363882304e+06 +4.363882304e+06 +2.7341e+00 -9.0679e-01 -1.5554e+00 -3.6579e+00 +2.0644e-01 +2.3225e+00 +2.3574e+00 +3.3872e+00 -2.8126e-01 +3.9318e+00 -3.7778e+00 -3.4076e+00 +1.9418e+00 +3.1089e+00 +5.5923e-01 -6.3496e-01 +4.7289e-01 +3.1958e+00 -3.5200e+00 -1.7753e+00
8 +3.612726650e+06 +3.612726650e+06 +3.613726650e+06 +3.613726650e+06 -1.9395e+00 +1.5708e+00 +2.5625e-01 -1.1888e+00 -2.3160e+00 +1.5996e+00 -2.3523e+00 +1.3925e+00 -2.8445e-01 +3.0128e+00 -9.8578e-01 +3.5224e+00 +2.1070e+00 +2.2025e-01 -2.4996e-01 -1.7127e+00 -1.0751e+00 -3.5273e+00 -3.1034e+00 +3.7213e+00
80 +1.628747215e+06 +1.628747215e+06 +1.629747215e+06 +1.629747215e+06 +3.4733e-01 -8.6024e-01 -1.1380e+00 +3.6975e+00 +1.1985e+00 +1.2919e+00 +3.1358e-04 -2.8852e+00 -1.5570e+00 +1.5815e-01 -3.1540e+00 +2.5302e+00 -2.0520e+00 +9.2951e-01 +1.5593e+00 -2.9067e+00 -1.4785e+00 +3.1383e+00 -1.7728e+00 +3.1196e+00
205 +1.532369622e+06 +1.532369622e+06 +1.533369622e+06 +1.533369622e+06 +3.0962e-01 -9.0060e-01 -1.0758e+00 +3.6335e+00 +1.2871e+00 +1.3367e+00 +4.7221e-02 -2.9832e+00 -1.4998e+00 +2.4283e-01 -3.2135e+00 +2.4410e+00 -2.0565e+00 +9.0403e-01 +1.6352e+00 -3.0024e+00 -1.3854e+00 +3.1661e+00 -1.7358e+00 +3.0494e+00
1122 +9.969398934e+05 +9.969398934e+05 +9.979398934e+05 +9.979398934e+05 +3.2524e-01 -9.1736e-01 -7.5343e-01 +3.6324e+00 +6.3982e-01 +1.7276e+00 +6.8131e-02 -3.0011e+00 -1.7297e+00 +3.5647e-01 -3.0929e+00 -1.3478e+00 +7.4755e-01 +1.0742e+00 +1.7442e+00 -3.0478e+00 -1.7823e+00 +3.4629e+00 -2.3651e+00 +2.8273e+00
2369 +6.115706205e+05 +6.115706205e+05 +6.125706205e+05 +6.125706205e+05 +1.2864e-01 -9.2054e-01 -2.0829e-01 +3.5613e+00 +5.7537e-01 +1.8971e+00 +3.3979e-02 -3.2820e+00 -1.2571e+00 +6.3258e-01 -3.0421e+00 -1.4816e+00 +6.5010e-01 +1.1244e+00 +1.7850e+00 -2.8866e+00 -1.5580e+00 +3.3676e+00 -2.2648e+00 +2.9237e+00
3248 +3.968778575e+05 +3.968778575e+05 +3.978778575e+05 +3.978778575e+05 -6.3055e-02 -8.8587e-01 -1.2314e-01 +3.3770e+00 +5.8923e-01 +1.9567e+00 +1.0510e-01 -3.3029e+00 -8.1446e-01 +7.1800e-01 -2.9712e+00 -1.4041e+00 +5.4310e-01 +9.6326e-01 +1.9241e+00 -3.0849e+00 -1.4304e+00 +3.5171e+00 -2.2713e+00 +3.0724e+00
4743 +2.502714998e+05 +2.502714998e+05 +2.512714998e+05 +2.512714998e+05 -8.5904e-03 -1.0878e+00 +3.3286e-01 +3.2807e+00 +8.2019e-01 +1.8676e+00 +3.3571e-01 -3.3000e+00 -5.4003e-01 +9.6295e-01 -2.6688e+00 -1.8489e+00 +4.3408e-01 +8.5130e-01 +1.9467e+00 -3.2179e+00 -1.1075e+00 +3.5804e+00 -2.2914e+00 +3.2233e+00
6372 +1.580264871e+05 +1.580264871e+05 +1.590264871e+05 +1.590264871e+05 -3.9743e-01 -1.2492e+00 +4.1477e-01 +3.6071e+00 +9.9003e-01 +1.8111e+00 +4.7641e-01 -3.5352e+00 -3.2768e-01 +9.1699e-01 -2.1148e+00 -1.9179e+00 +5.3582e-01 +4.2225e-01 +2.1618e+00 -2.9505e+00 -6.7976e-01 +3.7245e+00 -2.2213e+00 +3.6627e+00
8685 +9.715253147e+04 +9.715253147e+04 +9.815253147e+04 +9.815253147e+04 -1.0115e+00 -1.4524e+00 +3.3295e-01 +3.1299e+00 +8.6749e-01 +1.5505e+00 +6.1935e-01 -3.5471e+00 -5.2515e-02 +1.1072e+00 -1.6725e+00 -2.3157e+00 +1.5047e-01 +5.0118e-01 +2.2316e+00 -2.8690e+00 -4.4357e-01 +3.4759e+00 -2.5587e+00 +3.6468e+00
10048 +6.180784102e+04 +6.180784102e+04 +6.280784102e+04 +6.280784102e+04 -1.3980e+00 -1.4453e+00 +4.9068e-01 +3.2916e+00 +1.1579e+00 +1.3153e+00 +6.5560e-01 -3.6035e+00 +1.4346e-01 +9.4755e-01 -1.6984e+00 -2.6361e+00 -6.5178e-02 +5.5534e-01 +2.4734e+00 -2.5066e+00 -3.9700e-01 +3.5928e+00 -2.9262e+00 +3.7682e+00
11319 +3.856778186e+04 +3.856778186e+04 +3.956778186e+04 +3.956778186e+04 -1.4976e+00 -1.3704e+00 +6.2409e-01 +3.1671e+00 +1.2480e+00 +9.7612e-01 +8.1723e-01 -3.8113e+00 +1.2543e-01 +8.4012e-01 -1.5410e+00 -2.6497e+00 -3.4622e-01 +6.1816e-01 +2.5870e+00 -2.4002e+00 -2.8640e-01 +3.6370e+00 -2.9999e+00 +3.8576e+00
14337 +2.470256082e+04 +2.470256082e+04 +2.570256082e+04 +2.570256082e+04 -1.7928e+00 -1.3610e+00 +8.1465e-01 +2.7332e+00 +1.4716e+00 +4.1369e-01 +1.0841e+00 -3.8102e+00 +1.5583e-01 +7.3095e-01 -1.1609e+00 -2.5325e+00 -1.8847e-01 +8.7051e-02 +2.1946e+00 -1.8797e+00 -3.6530e-01 +3.9315e+00 -3.5932e+00 +3.8732e+00
15691 +1.381127255e+04 +1.381127255e+04 +1.481127255e+04 +1.481127255e+04 -2.2327e+00 -1.2032e+00 +7.6728e-01 +2.9357e+00 +1.7265e+00 +5.9792e-01 +1.3539e+00 -3.7399e+00 +3.2674e-01 +6.4155e-01 -9.8787e-01 -2.6199e+00 -1.5301e-01 +4.3819e-01 +2.3990e+00 -2.0834e+00 -2.0679e-01 +3.9208e+00 -3.5867e+00 +3.8822e+00
16959 +9.854799404e+03 +9.854799404e+03 +1.085479940e+04 +1.085479940e+04 -2.1602e+00 -1.4492e+00 +8.1690e-01 +3.0175e+00 +1.8171e+00 +4.8998e-01 +1.5810e+00 -3.9217e+00 +3.3895e-01 +6.7600e-01 -5.4623e-01 -2.6145e+00 +1.2142e-01 +6.1508e-01 +2.6992e+00 -2.2062e+00 -3.6482e-01 +3.9146e+00 -3.7349e+00 +3.8431e+00
19857 +6.102963747e+03 +6.102963747e+03 +7.102963747e+03 +7.102963747e+03 -2.7749e+00 -1.3764e+00 +8.9305e-01 +3.0553e+00 +2.2424e+00 +5.5966e-01 +1.3804e+00 -3.9212e+00 +5.3522e-01 +5.6874e-01 -8.5443e-01 -2.8477e+00 -8.1480e-02 +6.8347e-01 +2.5926e+00 -2.5590e+00 -4.3132e-01 +4.2136e+00 -3.9310e+00 +3.5900e+00
23647 +3.713958503e+03 +3.713958503e+03 +4.713958503e+03 +4.713958503e+03 -3.0966e+00 -1.2004e+00 +9.5178e-01 +3.1540e+00 +2.9256e+00 +6.3230e-01 +1.4903e+00 -4.0045e+00 +4.2691e-01 +3.6480e-01 -4.9132e-01 -2.6037e+00 +2.3709e-01 +6.2153e-01 +2.3008e+00 -2.4542e+00 -3.8735e-01 +3.7970e+00 -4.0360e+00 +3.7191e+00
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.530371438e+06 +8.530371438e+06 +8.530256628e+06 +8.530256628e+06 -2.6551e+00 +1.4038e+00 +2.3641e+00 -2.4287e-02 -3.5929e+00 +2.8625e+00 -3.7639e+00 -2.5346e+00 -3.5503e-01 +3.0715e+00 -8.0274e-01 +1.1579e+00 +2.7421e+00 -2.4745e+00 -3.6541e+00 +2.2602e+00 +3.3868e-01 -3.1255e+00 -2.8435e-01 +1.0921e+00
4 +2.516738783e+06 +2.516738783e+06 +2.516623973e+06 +2.516623973e+06 -7.5152e-01 -3.3304e+00 +2.6585e+00 -2.7087e+00 +3.8339e+00 +2.4502e+00 -1.8793e+00 -3.4960e+00 -2.6902e+00 -3.5313e-01 +3.8484e+00 +2.8796e+00 +3.2393e+00 +1.1624e+00 +3.4918e+00 -4.8123e-02 -3.2426e+00 -2.9811e+00 +2.1879e+00 +3.7789e+00
27 +2.450845315e+06 +2.450845315e+06 +2.450730505e+06 +2.450730505e+06 -7.9335e-01 -3.2922e+00 +2.7542e+00 -2.6237e+00 +3.9323e+00 +2.3874e+00 -1.8895e+00 -3.5725e+00 -2.6504e+00 -4.4876e-01 +3.7910e+00 +2.8243e+00 +3.2650e+00 +1.0990e+00 +3.4600e+00 +5.1055e-02 -3.3354e+00 -3.0458e+00 +2.1003e+00 +3.8625e+00
71 +1.583523534e+06 +1.583523534e+06 +1.583408724e+06 +1.583408724e+06 -8.5809e-01 -2.5065e+00 +8.6520e-01 +3.9537e+00 +2.1847e+00 -2.1386e+00 +1.4879e+00 -2.2638e+00 -6.2747e-01 +2.4556e+00 +1.9203e+00 -2.8725e+00 -1.5310e+00 -3.0346e+00 -2.8769e+00 +1.8531e+00 -3.7879e+00 -3.5908e+00 -5.1030e-01 +3.6947e+00
113 +9.450653981e+05 +9.450653981e+05 +9.449505881e+05 +9.449505881e+05 -2.6103e-02 -2.5859e+00 +3.0527e+00 +3.4533e+00 +2.1389e+00 +1.3436e+00 +2.5926e+00 +2.8695e+00 +1.0397e+00 -3.2251e+00 -1.6902e+00 -2.8687e+00 +2.6640e+00 +4.5473e-01 +7.6073e-01 +2.0888e+00 -2.5771e+00 +1.9426e+00 -1.2087e+00 +3.3213e+00
251 +6.121166708e+05 +6.121166708e+05 +6.120018608e+05 +6.120018608e+05 -9.3178e-01 -1.7738e+00 +3.1296e+00 -5.9566e-01 -9.5439e-01 +1.3800e+00 +2.2704e+00 +1.9471e+00 +2.9468e+00 +6.5217e-01 -1.8647e+00 -2.7959e+00 -2.8995e-01 -5.5746e-01 -1.0370e+00 -3.1826e+00 -2.8065e+00 +9.8516e-01 +2.1634e-01 +3.0359e+00
774 +3.979249388e+05 +3.979249388e+05 +3.978101288e+05 +3.978101288e+05 -9.6715e-01 -1.6695e+00 +3.4028e+00 -5.6492e-01 -1.0846e+00 +1.2970e+00 +2.1592e+00 +2.0337e+00 +2.9886e+00 +7.2453e-01 -1.8193e+00 -2.8395e+00 -3.2853e-01 -3.3208e-01 -9.3286e-01 -3.0001e+00 -2.7734e+00 +8.8774e-01 +3.1133e-01 +2.8983e+00
1629 +2.360113923e+05 +2.360113923e+05 +2.358965823e+05 +2.358965823e+05 -7.1541e-01 -1.5835e+00 +3.4338e+00 -4.7087e-01 -9.5900e-01 +1.4713e+00 +2.3445e+00 +2.2232e+00 +3.3033e+00 +7.6660e-01 -1.9089e+00 -2.8702e+00 -2.4313e-01 -2.4602e-01 -7.0859e-01 -2.9675e+00 -2.4137e+00 +1.2782e+00 +2.2308e-01 +2.7783e+00
2540 +1.399477580e+05 +1.399477580e+05 +1.398329480e+05 +1.398329480e+05 -5.1656e-01 -1.6481e+00 +3.5938e+00 -5.2675e-01 -5.9557e-01 +1.3005e+00 +2.0394e+00 +2.2637e+00 +3.4656e+00 +7.1601e-01 -1.8726e+00 -2.5677e+00 -3.4547e-01 -1.3506e-01 -5.4121e-01 -2.7746e+00 -2.2676e+00 +1.4757e+00 +1.3474e-01 +2.8400e+00
3399 +9.669958007e+04 +9.669958007e+04 +9.658477007e+04 +9.658477007e+04 -3.1352e-01 -1.7197e+00 +3.8474e+00 -7.2257e-01 -5.8814e-01 +1.4065e+00 +2.0398e+00 +2.3450e+00 +3.5658e+00 +7.6036e-01 -1.7456e+00 -2.6845e+00 -4.5670e-01 -2.4160e-01 -4.9559e-01 -2.8369e+00 -2.1848e+00 +1.5841e+00 +1.1887e-01 +2.7682e+00
4786 +5.813267703e+04 +5.813267703e+04 +5.801786703e+04 +5.801786703e+04 +3.0322e-02 -1.4337e+00 +3.9296e+00 -7.9132e-01 -4.1137e-01 +1.6333e+00 +1.6401e+00 +2.2183e+00 +3.7318e+00 +7.0860e-01 -1.6650e+00 -2.5448e+00 -7.1997e-01 -1.2668e-01 -3.9212e-01 -2.6749e+00 -2.0514e+00 +1.5192e+00 -2.4613e-01 +3.0064e+00
5557 +3.777520240e+04 +3.777520240e+04 +3.766039240e+04 +3.766039240e+04 +4.5652e-01 -1.4607e+00 +3.9081e+00 -8.4669e-01 -2.0392e-01 +1.7243e+00 +1.3130e+00 +2.3088e+00 +3.8727e+00 +5.9330e-01 -1.4500e+00 -2.7714e+00 -1.0351e+00 -3.0129e-01 -2.4926e-01 -2.7420e+00 -2.0674e+00 +1.4126e+00 -3.4916e-01 +3.0431e+00
7326 +2.439652444e+04 +2.439652444e+04 +2.428171444e+04 +2.428171444e+04 +7.8008e-01 -1.3214e+00 +4.3598e+00 -9.5057e-01 -4.1201e-01 +1.7972e+00 +1.2956e+00 +2.3837e+00 +3.9290e+00 +8.3528e-01 -1.3548e+00 -2.1301e+00 -1.0828e+00 -2.7273e-01 -2.0255e-01 -2.5618e+00 -1.6479e+00 +9.9670e-01 -1.3181e-01 +3.3490e+00
7931 +1.550098676e+04 +1.550098676e+04 +1.538617676e+04 +1.538617676e+04 +8.8057e-01 -1.2298e+00 +4.5368e+00 -8.9108e-01 -3.7174e-01 +1.7839e+00 +1.2364e+00 +2.2336e+00 +4.0319e+00 +7.8176e-01 -1.3568e+00 -2.0401e+00 -1.1238e+00 -4.5682e-01 -2.4225e-02 -2.5407e+00 -1.6349e+00 +8.8535e-01 -2.2021e-01 +3.2797e+00
9189 +9.255516368e+03 +9.255516368e+03 +9.140706368e+03 +9.140706368e+03 +1.0280e+00 -1.0463e+00 +4.4230e+00 -7.6444e-01 -2.1184e-01 +2.1023e+00 +1.2112e+00 +2.2993e+00 +4.1068e+00 +8.2050e-01 -1.2024e+00 -2.2194e+00 -1.2888e+00 -5.0133e-01 -5.4795e-02 -2.2899e+00 -1.6292e+00 +7.7802e-01 -5.3977e-01 +3.0681e+00
12595 +6.206164639e+03 +6.206164639e+03 +6.091354639e+03 +6.091354639e+03 +1.2031e+00 -6.6289e-01 +4.2688e+00 -5.8240e-01 -3.0743e-01 +2.1739e+00 +1.4101e+00 +2.4420e+00 +4.0570e+00 +5.9943e-01 -1.2636e+00 -2.1693e+00 -1.4260e+00 -3.0238e-01 +1.6304e-01 -1.7699e+00 -1.5598e+00 +5.3215e-01 -8.5790e-01 +3.0350e+00
19282 +3.925706334e+03 +3.925706334e+03 +3.810896334e+03 +3.810896334e+03 +9.2032e-01 -4.8611e-01 +4.1437e+00 -8.1384e-01 -2.8105e-01 +2.3031e+00 +1.0886e+00 +2.3364e+00 +4.3357e+00 +9.3635e-01 -1.4386e+00 -2.2168e+00 -1.5548e+00 -7.5704e-01 +5.5816e-01 -2.0847e+00 -1.1927e+00 +4.1706e-01 -1.3005e+00 +3.5394e+00
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.472327649e+07 +4.472327649e+07 +4.472292591e+07 +4.472292591e+07 -4.5750e-02 +2.1087e+00 +2.4854e+00 +1.4368e+00 -2.6730e+00 +1.0765e+00 +2.2912e+00 -2.3635e+00 -2.6336e+00 +2.9743e+00 +3.5797e+00 +3.4658e+00 -2.8292e+00 +2.7654e+00 +3.6313e+00 -2.7278e+00 -1.4812e+00 -2.1412e+00 -1.9799e+00 -2.8552e+00
2 +2.067247133e+07 +2.067247133e+07 +2.067212075e+07 +2.067212075e+07 -1.1095e+00 +6.9555e-01 +5.3626e-01 -3.9889e+00 +1.1639e+00 +2.6634e+00 +2.2620e+00 -1.9531e+00 -2.3432e+00 +1.3158e+00 -2.7521e+00 +2.6935e+00 -1.1859e+00 -2.8939e+00 +1.7720e+00 -2.6021e+00 -2.7568e-01 +5.5921e-01 +3.8413e+00 -3.1270e+00
6 +5.741317528e+06 +5.741317528e+06 +5.740966948e+06 +5.740966948e+06 +1.3260e+00 +5.3922e-01 +8.8090e-01 -9.1307e-01 -9.6119e-01 -3.1655e+00 +1.2616e+00 -1.1205e+00 +1.4508e+00 -4.8552e-01 +1.4931e+00 -6.2190e-01 -2.4139e-01 +2.1773e+00 -2.2046e+00 -6.4159e-01 -1.0759e+00 +1.9839e+00 -8.9589e-01 +3.9083e+00
9 +3.672555436e+06 +3.672555436e+06 +3.672204856e+06 +3.672204856e+06 -1.0409e+00 -3.0873e+00 +2.2753e-01 -3.4622e+00 +1.3411e+00 +2.7683e+00 -3.5320e+00 +2.2737e+00 +2.0945e+00 +2.2074e+00 +1.2098e+00 -2.8018e+00 -1.9885e+00 +2.9984e+00 -1.4243e+00 +3.6341e+00 -1.3623e+00 -4.8294e-01 +2.0230e+00 -1.2627e+00
18 +1.349857866e+06 +1.349857866e+06 +1.349507286e+06 +1.349507286e+06 -1.8522e-01 +4.6483e-01 -3.7616e+00 -3.5459e-01 +3.5376e+00 +1.8466e+00 -2.4445e+00 +2.8205e+00 -1.7285e+00 -6.0536e-01 -2.2696e+00 +6.7711e-02 +9.6039e-01 +1.0805e+00 +1.8715e+00 +3.9409e+00 -1.6365e+00 +2.6684e+00 +3.5922e+00 -2.4413e+00
543 +9.844918968e+05 +9.844918968e+05 +9.841413168e+05 +9.841413168e+05 -7.7961e-02 +6.6006e-01 -3.9801e+00 -4.9447e-01 +3.4903e+00 +1.6862e+00 -2.3839e+00 +2.8706e+00 -1.4551e+00 -4.8274e-01 -2.1576e+00 +2.0759e-01 +8.3151e-01 +1.1708e+00 +1.6648e+00 +4.1389e+00 -1.5403e+00 +2.8854e+00 +3.5971e+00 -2.4116e+00
1678 +6.303617632e+05 +6.303617632e+05 +6.300111832e+05 +6.300111832e+05 +8.0018e-02 +6.5364e-01 -4.0912e+00 -5.3489e-01 +4.0195e+00 +1.4940e+00 -2.7252e+00 +2.8099e+00 -1.4755e+00 -4.4252e-01 -2.2640e+00 +2.8371e-01 +8.4781e-01 +1.4799e+00 +1.3733e+00 +4.1290e+00 -1.1147e+00 +3.0451e+00 +3.8574e+00 -2.1868e+00
3179 +3.955992958e+05 +3.955992958e+05 +3.952487158e+05 +3.952487158e+05 +5.8534e-01 +3.6781e-01 -4.0626e+00 -9.1451e-01 +3.8501e+00 +1.7010e+00 -2.9272e+00 +2.6746e+00 -1.6134e+00 -3.4069e-01 -2.1014e+00 +2.6024e-01 +5.1981e-01 +1.5968e+00 +1.7244e+00 +3.8635e+00 -7.7084e-01 +3.2429e+00 +3.8246e+00 -1.5741e+00
4822 +2.431063338e+05 +2.431063338e+05 +2.427557538e+05 +2.427557538e+05 +6.8074e-01 +3.9540e-01 -3.6739e+00 -1.2486e+00 +3.8012e+00 +1.3625e+00 -3.2521e+00 +2.6327e+00 -1.3449e+00 -3.9624e-01 -1.7493e+00 +2.8128e-01 +6.4637e-01 +1.4880e+00 +2.2142e+00 +3.9810e+00 -5.9158e-01 +3.3912e+00 +3.4686e+00 -1.0910e+00
6982 +1.540788768e+05 +1.540788768e+05 +1.537282968e+05 +1.537282968e+05 +9.2534e-01 +2.6794e-01 -3.4649e+00 -1.5046e+00 +3.7923e+00 +1.0529e+00 -3.4780e+00 +2.8221e+00 -8.6144e-01 -4.1897e-01 -1.0826e+00 +2.5977e-01 +5.8997e-01 +1.4238e+00 +1.9571e+00 +4.0678e+00 -6.3558e-01 +3.3038e+00 +2.9425e+00 -4.1037e-01
9218 +9.920124024e+04 +9.920124024e+04 +9.885066024e+04 +9.885066024e+04 +6.1224e-01 +1.6882e-01 -3.2963e+00 -1.5669e+00 +3.5357e+00 +6.7007e-01 -3.2737e+00 +2.7310e+00 -1.1998e+00 +9.7241e-02 -5.4559e-01 +2.3418e-01 +5.8596e-01 +1.3915e+00 +1.7766e+00 +4.4981e+00 -3.9009e-01 +3.1891e+00 +2.3431e+00 -8.4360e-02
10256 +6.257951462e+04 +6.257951462e+04 +6.222893462e+04 +6.222893462e+04 +6.4916e-01 +1.8612e-01 -3.2567e+00 -1.4727e+00 +3.2676e+00 +5.3795e-01 -3.2654e+00 +2.7263e+00 -1.1759e+00 +1.0667e-01 -2.4271e-01 +3.5832e-02 +5.7147e-01 +1.3110e+00 +1.7452e+00 +4.5322e+00 +1.3100e-02 +2.8732e+00 +2.1821e+00 +9.7877e-02
12632 +3.931544525e+04 +3.931544525e+04 +3.896486525e+04 +3.896486525e+04 +4.6969e-01 -1.5260e-01 -3.1776e+00 -1.7733e+00 +3.2606e+00 +2.8138e-01 -3.3726e+00 +2.6138e+00 -1.1442e+00 +4.1541e-01 +1.8074e-01 +3.1678e-01 +5.6107e-01 +1.1422e+00 +2.0113e+00 +4.7208e+00 +2.8528e-01 +2.6967e+00 +2.1586e+00 +3.2995e-01
16177 +2.420703881e+04 +2.420703881e+04 +2.385645881e+04 +2.385645881e+04 +5.3345e-01 -6.2644e-01 -2.6330e+00 -1.7762e+00 +3.4109e+00 +3.1419e-01 -2.8457e+00 +2.2513e+00 -1.3102e+00 +4.7934e-01 +5.0488e-01 +5.3418e-01 +5.7515e-01 +1.1495e+00 +2.1108e+00 +4.5607e+00 +8.5480e-01 +2.4573e+00 +2.3481e+00 +5.2616e-01
18144 +1.491538970e+04 +1.491538970e+04 +1.456480970e+04 +1.456480970e+04 +1.9252e-01 -2.8874e-01 -2.6056e+00 -1.7930e+00 +3.3084e+00 +2.7775e-01 -2.5845e+00 +2.5251e+00 -1.1067e+00 +6.1187e-01 +5.3358e-01 +4.8438e-01 -2.7659e-02 +9.1833e-01 +1.8652e+00 +4.9759e+00 +9.3195e-01 +2.5086e+00 +1.9314e+00 +5.1135e-01
21685 +9.935366778e+03 +9.935366778e+03 +9.584786778e+03 +9.584786778e+03 +3.0222e-02 -4.9843e-01 -2.3817e+00 -2.1201e+00 +3.5061e+00 -4.8371e-01 -2.2816e+00 +2.6338e+00 -1.3178e+00 +8.5072e-01 +5.8303e-01 +9.4816e-01 -7.1456e-01 +7.4724e-01 +2.0609e+00 +4.9290e+00 +1.1892e+00 +2.1782e+00 +1.5289e+00 +1.8134e-01
28337 +6.270719244e+03 +6.270719244e+03 +5.920139244e+03 +5.920139244e+03 -1.9007e+00 -1.0394e+00 +8.2662e-01 -1.5826e+00 +2.1111e+00 -4.8628e-01 -3.3068e+00 -3.9394e-01 +1.4401e+00 +1.4685e+00 -3.0888e+00 -9.7057e-02 +2.2330e-01 +1.0538e+00 +9.7163e-01 +1.3101e+00 +3.9035e+00 +2.0931e+00 +1.7426e+00 +7.6155e-01
% function evaluation | noise-free fitness - Fopt (-5.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.018672696e+07 +1.018672696e+07 +1.018672126e+07 +1.018672126e+07 +1.1066e+00 -1.1906e+00 -3.8765e+00 +1.9575e+00 +2.8325e+00 +1.9707e-01 +3.9061e+00 -2.3364e+00 +2.2085e+00 +2.5214e+00 +3.2507e+00 -2.5217e-01 +1.7750e+00 -3.4346e+00 -7.7108e-01 +3.3386e+00 +3.9705e+00 -3.8214e+00 -1.5723e+00 -3.4325e+00
5 +4.649916242e+06 +4.649916242e+06 +4.649910542e+06 +4.649910542e+06 +1.4551e+00 -2.5729e+00 +8.9651e-01 +2.2832e+00 -3.9315e+00 -7.1118e-01 +4.7666e-01 +5.6198e-01 -1.8565e-01 -3.8980e+00 +1.0455e+00 +7.6862e-01 +1.6016e+00 +2.8083e-01 -2.1627e-01 -2.5566e+00 +2.7746e+00 +1.1946e+00 +1.8509e+00 -3.8610e-01
13 +1.423113742e+06 +1.423113742e+06 +1.423108042e+06 +1.423108042e+06 +1.2321e+00 +2.6578e-01 -4.0493e-01 +3.4283e+00 +2.0419e+00 -6.1147e-02 +2.9024e-01 +1.8868e+00 +3.5836e+00 +3.1561e+00 +1.4415e+00 -1.7232e+00 +9.3186e-01 +3.9814e+00 +2.0408e+00 -3.9881e+00 -8.7635e-01 -5.5071e-01 +2.9135e+00 -4.7628e-01
153 +9.977123193e+05 +9.977123193e+05 +9.977066193e+05 +9.977066193e+05 +1.0987e+00 -1.8281e+00 +3.8092e-02 +3.3759e+00 +1.0010e+00 -1.9694e-01 +3.0550e-01 +1.0503e+00 +2.9547e+00 +1.9567e+00 +1.3589e+00 -2.3068e-01 +1.2781e+00 +3.5592e+00 +1.9891e+00 -3.9040e+00 +1.0152e+00 -5.2035e-01 +2.7599e+00 -3.9040e-01
801 +5.799399457e+05 +5.799399457e+05 +5.799342457e+05 +5.799342457e+05 +1.0710e+00 -1.4922e+00 -7.4390e-02 +3.3953e+00 +8.1096e-01 +3.3416e-02 +4.7170e-01 +1.1926e+00 +2.9105e+00 +1.9614e+00 +1.3362e+00 -1.1416e-01 +1.2215e+00 +3.8121e+00 +2.1568e+00 -3.6629e+00 +1.0252e+00 -5.6460e-01 +3.0181e+00 -3.5000e-01
1201 +3.947643646e+05 +3.947643646e+05 +3.947586646e+05 +3.947586646e+05 +1.0321e+00 -1.5026e+00 +5.8321e-02 +3.2832e+00 +8.0151e-01 +5.8714e-02 +3.9998e-01 +1.1937e+00 +3.0386e+00 +1.7950e+00 +1.1837e+00 -2.6760e-01 +1.4945e+00 +3.9360e+00 +2.0885e+00 -3.4357e+00 +9.5281e-01 -7.4362e-01 +3.1867e+00 -1.9382e-01
2315 +2.379825911e+05 +2.379825911e+05 +2.379768911e+05 +2.379768911e+05 +7.6735e-01 -1.4831e+00 -7.1039e-02 +3.1305e+00 +8.9334e-01 +1.1316e-01 +5.0347e-01 +1.1105e+00 +3.0715e+00 +2.0462e+00 +9.3443e-01 -8.8186e-02 +1.5094e+00 +4.4397e+00 +1.8123e+00 -3.2825e+00 +8.6640e-01 -7.2421e-01 +3.2715e+00 +3.9158e-02
