% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
10778 +3.905619973e+04 +3.905619973e+04 +3.888599973e+04 +3.888599973e+04 -1.3274e+00 -4.7460e+00 +9.3372e-01 -4.2687e-01 +2.3217e+00 -1.1492e+00 -3.2597e+00 -4.0092e-01 -3.0401e+00 +2.0189e+00 -1.0630e+00 +3.5384e-01 -2.0568e+00 -1.0778e+00 +1.1718e+00 -5.2131e+00 -1.6764e+00 +2.9960e+00 -9.2423e-01 +2.8028e-01
14447 +2.488775423e+04 +2.488775423e+04 +2.471755423e+04 +2.471755423e+04 -1.7748e+00 -4.9954e+00 +1.4783e+00 -2.7031e-01 +2.3386e+00 -6.6003e-01 -3.0148e+00 -1.3038e-01 -3.4822e+00 +2.5164e+00 -8.0403e-01 +5.4245e-01 -1.5349e+00 -1.1591e+00 +9.4529e-01 -5.3779e+00 -1.6914e+00 +3.0187e+00 -6.2820e-01 +6.2336e-01
19727 +1.539559461e+04 +1.539559461e+04 +1.522539461e+04 +1.522539461e+04 -1.6660e+00 -4.8764e+00 +1.8121e+00 -4.9608e-01 +2.5435e+00 -1.1735e+00 -2.9556e+00 -2.2891e-01 -3.9520e+00 +3.2673e+00 -7.6301e-01 +1.0366e+00 -1.5486e+00 -1.0895e+00 +6.4949e-01 -4.7630e+00 -2.0158e+00 +3.3164e+00 +1.2089e-01 +7.1338e-01
27789 +9.745098670e+03 +9.745098670e+03 +9.574898670e+03 +9.574898670e+03 -1.7916e+00 -4.7371e+00 +2.3883e+00 -1.7743e-02 +2.2321e+00 -6.7372e-01 -3.0000e+00 -2.3088e-04 -4.2600e+00 +4.2868e+00 -1.1605e+00 +1.1113e+00 -1.2487e+00 -5.9805e-01 +8.1076e-01 -4.5088e+00 -2.5943e+00 +2.8389e+00 +7.3795e-01 +8.2717e-01
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.470180786e+07 +1.470180786e+07 +1.470133811e+07 +1.470133811e+07 +2.1616e+00 -1.8509e+00 -3.4387e-01 -3.4893e+00 +5.6386e-02 -3.7887e+00 -1.6520e-01 +1.4961e+00 -1.1802e+00 +1.5868e+00 -3.2281e+00 +4.8269e-01 -2.7842e+00 -1.1145e+00 +2.0385e+00 -3.5928e+00 -3.0228e+00 +2.3090e+00 -6.8809e-01 -1.1482e+00
5 +4.689037849e+06 +4.689037849e+06 +4.688568099e+06 +4.688568099e+06 +8.5244e-02 -2.0269e+00 +3.1607e+00 +2.0937e+00 -3.0366e+00 +2.6817e+00 +1.8359e+00 -2.6094e+00 -3.1741e+00 +4.0037e-01 +1.2646e+00 -1.5782e+00 +3.2676e+00 -1.3677e-01 -1.2517e+00 -3.6736e+00 +8.1542e-01 -1.9977e+00 +1.7135e+00 -1.2055e+00
22 +3.429799345e+06 +3.429799345e+06 +3.429329595e+06 +3.429329595e+06 +4.9595e-02 -1.4229e-01 +1.6915e+00 +1.4168e+00 -2.2790e-02 +2.6192e+00 +4.7596e-01 -2.3468e+00 -1.0413e+00 +4.4934e-01 +1.1258e-01 -1.7618e+00 +2.2749e+00 -1.7376e+00 +1.8956e+00 -2.2856e+00 +7.5073e-01 +8.2258e-01 +1.5820e+00 -1.4533e+00
164 +2.417771268e+06 +2.417771268e+06 +2.417301518e+06 +2.417301518e+06 -6.0439e-01 -7.4823e-01 +1.3155e+00 +1.4083e+00 -6.6900e-01 +2.5237e+00 +1.2423e+00 -2.3356e+00 -1.0426e+00 +7.0823e-01 +8.4014e-01 -1.6881e+00 +2.7502e+00 -1.7924e+00 +2.3338e+00 -1.0421e+00 +8.0542e-01 +1.0373e+00 +1.6719e+00 -1.4914e+00
854 +1.479558392e+06 +1.479558392e+06 +1.479088642e+06 +1.479088642e+06 -2.1489e+00 -1.9123e-01 +2.2060e+00 -1.7476e+00 -9.4054e-01 +1.7020e+00 +7.4433e-01 -1.7242e-01 +2.3169e+00 +1.2370e+00 +5.4832e-01 -1.1814e+00 +2.1713e+00 -6.7136e-01 +9.6903e-01 +4.0845e-01 -6.5989e-02 +1.5210e+00 +2.0685e+00 -3.1542e+00
1711 +9.998269280e+05 +9.998269280e+05 +9.993571780e+05 +9.993571780e+05 -2.1833e+00 -1.7207e-01 +2.3037e+00 -1.7429e+00 -1.0764e+00 +1.9553e+00 +6.9635e-01 +1.0755e-01 +2.2913e+00 +1.0706e+00 +4.5927e-01 -8.2473e-01 +2.1640e+00 -8.4467e-01 +9.1951e-01 +7.1174e-01 -1.5410e-01 +1.7464e+00 +2.0704e+00 -2.9268e+00
2510 +6.249311097e+05 +6.249311097e+05 +6.244613597e+05 +6.244613597e+05 -2.0769e+00 -4.2529e-01 +2.3620e+00 -1.8964e+00 -1.4147e+00 +2.2629e+00 +8.2824e-01 -4.4557e-01 +2.5738e+00 +1.1524e+00 +2.8295e-01 -7.4781e-01 +2.1783e+00 -8.3688e-01 +8.0869e-01 +6.8866e-01 -3.1601e-01 +1.5344e+00 +2.3115e+00 -2.6096e+00
3221 +3.780154394e+05 +3.780154394e+05 +3.775456894e+05 +3.775456894e+05 -1.9052e+00 -4.9845e-01 +2.5039e+00 -1.7125e+00 -1.5256e+00 +2.4193e+00 +8.4125e-01 -4.3906e-01 +2.4703e+00 +1.1680e+00 +3.1238e-01 -9.0683e-01 +2.3429e+00 -1.0159e+00 +7.1784e-01 +8.5428e-01 -3.1325e-01 +1.6885e+00 +2.0694e+00 -2.5611e+00
3756 +2.465010717e+05 +2.465010717e+05 +2.460313217e+05 +2.460313217e+05 -1.9749e+00 -6.0936e-01 +2.5374e+00 -2.0408e+00 -1.5405e+00 +2.6423e+00 +8.8613e-01 -2.4618e-01 +2.3271e+00 +1.2183e+00 +1.2366e-01 -8.5135e-01 +2.4061e+00 -1.1089e+00 +4.9186e-01 +1.0033e+00 -4.4746e-01 +1.7279e+00 +2.0874e+00 -2.5169e+00
4262 +1.539376086e+05 +1.539376086e+05 +1.534678586e+05 +1.534678586e+05 -2.0441e+00 -6.3570e-01 +2.6177e+00 -1.8990e+00 -1.2653e+00 +2.9513e+00 +9.0846e-01 -5.3422e-02 +2.4303e+00 +1.3993e+00 -4.9640e-02 -7.5820e-01 +2.7138e+00 -1.1695e+00 +4.8552e-01 +9.7742e-01 -4.1720e-01 +1.9731e+00 +2.0183e+00 -2.3901e+00
4861 +8.530011354e+04 +8.530011354e+04 +8.483036354e+04 +8.483036354e+04 -1.8574e+00 -7.4306e-01 +2.7395e+00 -1.8609e+00 -1.4917e+00 +3.1698e+00 +8.9769e-01 +3.1994e-03 +2.5721e+00 +1.5741e+00 -1.6637e-01 -5.9637e-01 +2.5728e+00 -7.5425e-01 +5.9341e-01 +1.2505e+00 -5.5730e-01 +1.9472e+00 +1.8198e+00 -2.5029e+00
5385 +5.604046254e+04 +5.604046254e+04 +5.557071254e+04 +5.557071254e+04 -2.0773e+00 -9.0111e-01 +3.0167e+00 -1.7332e+00 -1.6437e+00 +3.3000e+00 +8.2243e-01 -2.2554e-02 +2.7483e+00 +1.5820e+00 -3.7953e-01 -5.3929e-01 +2.5273e+00 -8.9638e-01 +7.4352e-01 +1.1476e+00 -4.4028e-01 +2.0844e+00 +1.9485e+00 -2.5911e+00
6521 +3.957706822e+04 +3.957706822e+04 +3.910731822e+04 +3.910731822e+04 -2.4304e+00 -1.1437e+00 +3.2155e+00 -1.5926e+00 -1.8530e+00 +3.1938e+00 +6.5996e-01 +9.5325e-02 +2.6738e+00 +1.4485e+00 -6.0000e-01 -4.9837e-01 +2.3191e+00 -9.2752e-01 +7.5435e-01 +1.2673e+00 -5.1438e-01 +2.0886e+00 +1.9036e+00 -2.4961e+00
8170 +2.441040926e+04 +2.441040926e+04 +2.394065926e+04 +2.394065926e+04 -2.4033e+00 -1.5738e+00 +3.5306e+00 -1.4022e+00 -1.8442e+00 +3.3441e+00 +6.6582e-01 +3.4934e-01 +2.3416e+00 +1.5614e+00 -6.8087e-01 -3.7957e-01 +2.1746e+00 -6.2116e-01 +5.7242e-01 +1.2465e+00 -9.1241e-01 +1.6977e+00 +1.5149e+00 -2.2489e+00
11174 +1.467226309e+04 +1.467226309e+04 +1.420251309e+04 +1.420251309e+04 -2.8285e+00 -1.7073e+00 +3.5030e+00 -1.4864e+00 -1.9141e+00 +3.3399e+00 +7.3981e-01 +1.4788e-01 +2.2159e+00 +1.7758e+00 -1.0473e+00 -1.2038e-01 +2.1142e+00 -2.5942e-01 +1.1033e+00 +5.4026e-01 -1.3676e+00 +1.4171e+00 +1.0614e+00 -2.3275e+00
16813 +7.375333662e+03 +7.375333662e+03 +6.905583662e+03 +6.905583662e+03 -2.6296e+00 -2.1939e+00 +3.3130e+00 -1.2560e+00 -1.6814e+00 +3.1496e+00 +4.9347e-01 -3.4207e-02 +1.9409e+00 +1.9596e+00 -1.4849e+00 +1.1368e-02 +2.4963e+00 -5.0381e-01 +1.0941e+00 -1.0904e-01 -1.8772e+00 +9.4772e-01 +6.5369e-01 -2.1636e+00
23652 +5.982855747e+03 +5.982855747e+03 +5.513105747e+03 +5.513105747e+03 -2.4708e+00 -2.9745e+00 +3.3488e+00 -9.4348e-01 -1.5190e+00 +2.9931e+00 +5.9402e-01 +2.8768e-02 +2.0210e+00 +1.9763e+00 -1.6663e+00 -1.9590e-01 +2.6116e+00 -6.7577e-01 +1.1088e+00 -3.8755e-01 -1.8288e+00 +4.4222e-01 +3.9577e-01 -2.0565e+00
28307 +3.956813304e+03 +3.956813304e+03 +3.487063304e+03 +3.487063304e+03 -2.2219e+00 -2.8349e+00 +3.4193e+00 -4.7081e-01 -1.2694e+00 +3.2298e+00 +1.5502e-01 +3.0966e-01 +1.9313e+00 +2.4062e+00 -1.6969e+00 -4.4516e-02 +2.3732e+00 -7.1381e-01 +1.5568e+00 -5.3731e-01 -1.8820e+00 +3.7475e-01 +3.6934e-01 -1.9675e+00
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.913021558e+06 +7.913021558e+06 +7.913221468e+06 +7.913221468e+06 -7.6686e-01 -3.5171e+00 -3.0240e+00 +2.1605e+00 -2.9573e+00 -8.0381e-01 +7.4800e-01 +2.8420e+00 +3.2378e+00 -2.2842e+00 +3.6204e+00 +3.0408e+00 -1.3423e+00 -2.0733e+00 -3.6976e+00 -1.6167e+00 -2.7851e+00 +1.3881e-01 -1.9506e-01 -2.6943e+00
2 +4.797169040e+06 +4.797169040e+06 +4.797368950e+06 +4.797368950e+06 -1.7358e+00 -9.0021e-01 +5.0323e-01 -5.5940e-01 -2.1470e+00 +1.4316e+00 +3.5623e+00 +2.4513e+00 -1.7119e+00 +8.6466e-01 -3.1007e+00 +4.0470e-02 -3.8697e+00 -7.6157e-01 +1.0414e+00 +4.4609e-01 -1.8281e+00 +2.8908e+00 +3.5632e+00 +3.5343e+00
29 +7.901469383e+05 +7.901469383e+05 +7.903468483e+05 +7.903468483e+05 +3.9057e+00 +8.6468e-01 +3.3651e-03 -9.2382e-01 -3.2204e-01 +1.7283e+00 +4.7904e-01 +2.6637e+00 -1.8477e+00 +3.7048e-03 -2.1132e+00 -3.8394e-02 -5.3252e-01 -8.2954e-01 +1.6742e+00 +4.1321e-01 -8.2636e-01 +1.0982e+00 +3.3215e+00 +3.3486e+00
95 +6.167854564e+05 +6.167854564e+05 +6.169853664e+05 +6.169853664e+05 -2.3645e+00 +2.3949e+00 +3.5041e+00 -2.4170e+00 +6.9905e-01 -1.1007e+00 +8.2826e-01 +3.2561e+00 +4.7523e-01 -3.7636e-01 -1.4559e+00 -2.2439e-01 -2.7526e+00 +3.1177e+00 +1.8393e+00 +6.5409e-01 +5.2177e-01 +1.3843e+00 -3.4286e-01 -2.2310e+00
857 +3.969224065e+05 +3.969224065e+05 +3.971223165e+05 +3.971223165e+05 -2.0447e+00 +2.2622e+00 +3.4089e+00 -2.4654e+00 +6.2361e-01 -1.3846e+00 +7.4280e-01 +3.1564e+00 +5.1273e-01 -3.6705e-01 -1.1802e+00 -1.4359e-01 -2.5981e+00 +3.1475e+00 +1.9548e+00 +4.7442e-01 +8.4125e-01 +1.1605e+00 -7.2110e-01 -2.3961e+00
1869 +2.423682298e+05 +2.423682298e+05 +2.425681398e+05 +2.425681398e+05 -1.6413e+00 +2.2261e+00 +3.3034e+00 -2.1297e+00 +7.5737e-01 -1.2526e+00 +4.4481e-01 +3.1330e+00 +1.4905e-01 -9.4501e-02 -1.1471e+00 -5.0826e-01 -2.8931e+00 +3.3238e+00 +1.5482e+00 +2.7031e-01 +6.3242e-01 +1.0463e+00 -3.8404e-01 -2.4647e+00
3226 +1.574158480e+05 +1.574158480e+05 +1.576157580e+05 +1.576157580e+05 -1.1782e+00 +2.2693e+00 +3.3416e+00 -1.9638e+00 +6.6287e-01 -1.2888e+00 +1.9902e-01 +2.7808e+00 +2.2994e-03 -4.7168e-01 -1.2181e+00 -7.5184e-01 -2.7168e+00 +3.7186e+00 +1.3995e+00 +4.1472e-01 +7.8483e-01 +1.1251e+00 -2.7568e-01 -2.6141e+00
4875 +9.935307029e+04 +9.935307029e+04 +9.955298029e+04 +9.955298029e+04 -1.6674e+00 +2.4560e+00 +3.5116e+00 -1.9983e+00 +6.2302e-01 -1.4435e+00 -5.0617e-01 +2.4687e+00 -4.4196e-01 -9.8356e-01 -1.2070e+00 -1.2605e+00 -2.3386e+00 +3.6430e+00 +8.6021e-01 +7.0445e-01 +6.5048e-01 +1.0689e+00 -1.4437e-01 -2.5603e+00
6769 +6.028995112e+04 +6.028995112e+04 +6.048986112e+04 +6.048986112e+04 -1.7101e+00 +3.0979e+00 +3.2714e+00 -1.8168e+00 +5.0528e-01 -1.6096e+00 -3.9705e-01 +2.5857e+00 -7.3210e-01 -1.3777e+00 -1.3099e+00 -1.6972e+00 -2.4741e+00 +3.7179e+00 +8.1447e-01 +9.3266e-01 +6.1817e-01 +9.7311e-01 -7.9272e-02 -2.9847e+00
9266 +3.811012856e+04 +3.811012856e+04 +3.831003856e+04 +3.831003856e+04 -1.8680e+00 +3.6338e+00 +3.3817e+00 -1.6051e+00 +4.5463e-01 -1.4174e+00 -7.8456e-01 +2.6245e+00 -1.0675e+00 -1.3945e+00 -1.2701e+00 -2.5581e+00 -2.3776e+00 +4.1556e+00 +8.1686e-01 +9.7041e-01 +1.1665e-01 +1.0482e+00 -1.1920e-01 -3.0031e+00
11432 +2.356637218e+04 +2.356637218e+04 +2.376628218e+04 +2.376628218e+04 -1.8037e+00 +3.7444e+00 +3.2631e+00 -1.3404e+00 +1.5163e-01 -1.6216e+00 -8.0131e-01 +2.6365e+00 -1.4391e+00 -1.6661e+00 -1.1510e+00 -2.7382e+00 -2.1460e+00 +3.9476e+00 +1.0809e+00 +1.3187e+00 +8.1743e-02 +5.6599e-01 -4.5959e-01 -2.5858e+00
12693 +1.514166844e+04 +1.514166844e+04 +1.534157844e+04 +1.534157844e+04 -1.5644e+00 +3.9129e+00 +3.2464e+00 -1.1873e+00 -7.7117e-02 -1.3108e+00 -7.1278e-01 +2.5712e+00 -1.6301e+00 -1.6307e+00 -1.0827e+00 -3.0455e+00 -2.0617e+00 +4.0661e+00 +1.0120e+00 +1.4921e+00 -6.8826e-03 +7.1395e-01 -3.6068e-01 -2.5986e+00
15974 +9.349384077e+03 +9.349384077e+03 +9.549294077e+03 +9.549294077e+03 -1.1336e+00 +3.8475e+00 +2.8280e+00 -5.6446e-01 +8.1292e-02 -1.2260e+00 -3.8262e-01 +2.8743e+00 -1.8323e+00 -1.4649e+00 -1.1783e+00 -3.5422e+00 -2.1399e+00 +3.8431e+00 +6.6116e-01 +1.7754e+00 -1.0149e-01 +9.5546e-01 -6.5811e-01 -2.2954e+00
18891 +6.140076486e+03 +6.140076486e+03 +6.339986486e+03 +6.339986486e+03 +2.2656e-01 +3.0162e+00 +8.1700e-01 +9.1635e-01 -2.8304e+00 +1.0063e+00 +6.9022e-02 -7.5717e-01 -1.3706e+00 +2.6509e+00 -2.9826e-01 -5.1615e+00 -1.3216e+00 +2.2793e+00 -8.4112e-01 +1.2981e+00 -2.8758e+00 +2.1680e+00 -2.5383e+00 -3.0165e+00
23919 +3.335892832e+03 +3.335892832e+03 +3.535802832e+03 +3.535802832e+03 -8.7088e-01 +4.0698e+00 +2.8052e+00 +4.2777e-02 +2.3941e-01 -8.8755e-01 -4.7540e-01 +3.2445e+00 -2.5686e+00 -8.4839e-01 -9.3322e-01 -4.3462e+00 -2.1199e+00 +3.2652e+00 +6.7239e-01 +1.5072e+00 -2.1527e-01 +1.2954e+00 -9.9191e-01 -1.9758e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.353014073e+07 +2.353014073e+07 +2.352971113e+07 +2.352971113e+07 -2.7461e-01 -5.8023e-01 -2.0727e+00 +1.7030e+00 +3.8562e+00 -3.5183e+00 -3.4836e+00 +5.7685e-01 -1.0355e-01 -1.4014e+00 -1.3127e+00 -2.1993e-01 +2.6861e+00 +1.9963e+00 +1.6573e+00 +3.0620e+00 -5.9699e-01 +8.9973e-01 +2.3076e+00 -1.2247e+00
3 +3.883033343e+06 +3.883033343e+06 +3.882603743e+06 +3.882603743e+06 +2.9862e+00 -3.5595e-01 +8.5041e-01 -2.2030e+00 +1.3706e+00 -2.4090e-01 +3.0586e+00 -5.0620e-01 +1.1628e+00 +3.6939e+00 -1.4050e+00 -3.6067e+00 -3.8853e+00 -2.5554e+00 +6.0094e-01 -2.4630e+00 -2.3372e+00 +1.8010e+00 -2.7181e+00 +2.5432e+00
33 +2.321477682e+06 +2.321477682e+06 +2.321048082e+06 +2.321048082e+06 +2.7784e+00 +3.7463e-01 +7.3104e-01 -1.5763e+00 +1.0082e+00 +1.4082e-01 +1.3344e+00 -1.7339e-01 +1.0191e+00 +8.5213e-02 +2.0594e+00 -3.5901e+00 +2.3832e-01 -1.5941e+00 -1.0733e-02 -2.1649e+00 -4.1887e-01 -1.8583e+00 -2.1065e+00 +3.2232e+00
72 +1.385959504e+06 +1.385959504e+06 +1.385529904e+06 +1.385529904e+06 -2.8078e+00 -2.2654e+00 -5.9637e-01 +1.6064e+00 -2.3002e+00 +1.2221e+00 +8.6751e-01 -1.9644e+00 +9.9427e-01 +4.2005e-01 +1.6430e+00 -3.1351e+00 +1.6280e+00 -5.6984e-01 -1.0559e+00 -2.1892e+00 +2.8644e-01 +1.0188e+00 -2.5569e+00 -1.1626e+00
80 +3.883332196e+05 +3.883332196e+05 +3.879036196e+05 +3.879036196e+05 -2.2848e+00 -2.3464e+00 -4.9448e-01 +1.7185e+00 -9.2599e-01 +1.5790e+00 -1.7168e+00 -5.7775e-01 -1.1441e+00 +2.6985e+00 +2.6977e+00 -1.5877e+00 -3.2231e-03 -3.2450e-01 +2.6379e-01 -3.0098e+00 -2.2669e+00 +2.6656e+00 -1.0645e+00 -7.7742e-01
205 +2.014032215e+05 +2.014032215e+05 +2.009736215e+05 +2.009736215e+05 -2.4320e+00 -1.4506e-02 -3.5106e-01 +1.0539e+00 -3.6985e-01 +1.7103e+00 -1.1870e+00 -1.9582e-01 -7.6679e-01 +6.0439e-01 +1.4813e+00 -1.5930e+00 +1.5140e+00 -2.7459e-01 -1.0488e+00 -1.7334e+00 -1.3341e+00 +1.9001e+00 -3.3976e-01 -1.8638e-01
591 +1.551479432e+05 +1.551479432e+05 +1.547183432e+05 +1.547183432e+05 -2.5416e+00 -1.8352e-01 -4.0512e-01 +1.1261e+00 -3.3458e-01 +1.4742e+00 -1.2672e+00 -1.1731e-01 -7.4419e-01 +7.1741e-01 +1.5605e+00 -1.4777e+00 +1.4742e+00 -1.3477e-01 -8.9901e-01 -1.7758e+00 -1.2158e+00 +1.9449e+00 -2.9896e-01 +5.7150e-02
1591 +9.858218421e+04 +9.858218421e+04 +9.815258421e+04 +9.815258421e+04 -2.7647e+00 -2.9775e-01 -5.4286e-01 +1.1123e+00 -5.8950e-01 +1.6236e+00 -1.4118e+00 +2.7621e-02 -3.9523e-01 +8.1610e-01 +1.6412e+00 -1.3904e+00 +1.3406e+00 -2.4750e-01 -1.2310e+00 -1.9659e+00 -1.2461e+00 +2.0995e+00 -3.8464e-01 +2.1519e-01
3240 +6.223655021e+04 +6.223655021e+04 +6.180695021e+04 +6.180695021e+04 -3.1094e+00 +6.6092e-03 -4.7237e-01 +1.2657e+00 -3.7019e-01 +1.8158e+00 -1.8175e+00 +2.7702e-01 -5.4528e-01 +7.6150e-01 +1.4697e+00 -1.3315e+00 +1.7877e+00 -3.7097e-01 -1.1516e+00 -1.9390e+00 -8.7630e-01 +2.2892e+00 -1.8457e-01 +7.1384e-01
5146 +3.913997954e+04 +3.913997954e+04 +3.871037954e+04 +3.871037954e+04 -3.4844e+00 -4.3222e-01 -5.3354e-01 +1.6200e+00 -4.8403e-01 +1.3553e+00 -2.0096e+00 +3.3791e-02 -6.6818e-01 +9.0712e-01 +1.6317e+00 -1.2195e+00 +1.9745e+00 -9.2835e-01 -1.4683e+00 -1.6955e+00 -7.2660e-01 +2.3830e+00 +1.4746e-01 +1.0046e+00
6764 +2.483044177e+04 +2.483044177e+04 +2.440084177e+04 +2.440084177e+04 -3.8115e+00 -6.8538e-01 -4.6531e-01 +1.6642e+00 -5.0374e-01 +1.2175e+00 -2.3269e+00 -9.3869e-02 -5.8092e-01 +8.4069e-01 +2.0134e+00 -1.1153e+00 +2.0305e+00 -1.3173e+00 -1.3895e+00 -1.3170e+00 -8.0539e-01 +2.5202e+00 -1.5012e-01 +1.3270e+00
8155 +1.571159717e+04 +1.571159717e+04 +1.528199717e+04 +1.528199717e+04 -3.9385e+00 -7.1350e-01 -7.2274e-01 +1.7572e+00 -3.3094e-01 +1.1759e+00 -2.5704e+00 -3.6553e-02 -7.2934e-01 +9.1380e-01 +1.8388e+00 -1.2755e+00 +2.0313e+00 -7.7081e-01 -1.7499e+00 -1.1332e+00 -8.3624e-01 +2.7468e+00 -3.7941e-02 +1.5392e+00
9927 +9.618064754e+03 +9.618064754e+03 +9.188464754e+03 +9.188464754e+03 -4.0172e+00 -5.5168e-01 -7.7391e-01 +1.3079e+00 -1.9674e-01 +9.2722e-01 -2.6760e+00 +5.2703e-02 -8.5384e-01 +1.2298e+00 +1.8647e+00 -1.4275e+00 +1.9449e+00 -4.5876e-01 -1.9028e+00 -1.1497e+00 -5.7569e-01 +3.0622e+00 +3.7534e-01 +1.8851e+00
11559 +6.256266225e+03 +6.256266225e+03 +5.826666225e+03 +5.826666225e+03 -4.3266e+00 -5.5489e-01 -8.6560e-01 +1.5493e+00 -3.3058e-01 +7.2592e-01 -2.8030e+00 -1.1883e-01 -8.1557e-01 +1.2650e+00 +1.6946e+00 -1.4133e+00 +1.8733e+00 -7.5695e-01 -1.9008e+00 -1.0650e+00 -3.2958e-01 +3.0045e+00 +4.5508e-01 +1.9209e+00
13196 +3.738214439e+03 +3.738214439e+03 +3.308614439e+03 +3.308614439e+03 -4.4754e+00 -5.7469e-01 -8.7909e-01 +1.4465e+00 -4.0445e-01 +6.4758e-01 -3.1404e+00 -3.7308e-02 -8.9031e-01 +1.4425e+00 +1.7815e+00 -1.5137e+00 +1.5971e+00 -5.9773e-01 -2.0899e+00 -8.2960e-01 -3.2164e-01 +2.9046e+00 +5.7535e-01 +1.9729e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.954100425e+07 +2.954100425e+07 +2.954200425e+07 +2.954200425e+07 +5.6621e-01 -2.2192e+00 +2.3218e+00 -3.5210e+00 +2.9270e+00 -3.9154e+00 -2.0123e+00 -1.8662e+00 -3.8343e+00 -3.3401e+00 -1.2618e+00 -1.9960e+00 +1.5358e+00 -1.2936e-01 +2.3622e+00 +3.4571e+00 +3.5754e+00 -1.8088e+00 +8.2974e-02 -2.1690e+00
2 +1.308991695e+07 +1.308991695e+07 +1.309091695e+07 +1.309091695e+07 -3.5626e+00 -3.3424e+00 +1.9371e+00 +3.5059e+00 -1.5369e+00 +6.1025e-01 +6.8676e-01 +3.6812e-01 +2.8135e+00 +2.5603e+00 -1.9429e+00 -2.0072e-01 -1.2690e+00 +3.7351e+00 +3.8307e+00 -1.3383e+00 -7.9743e-01 +1.7739e+00 -5.0621e-01 -1.5599e+00
4 +8.114069606e+06 +8.114069606e+06 +8.115069606e+06 +8.115069606e+06 -2.1444e+00 -3.6313e+00 -5.0870e-02 +1.7800e+00 -2.1002e+00 -2.6704e+00 +2.9191e+00 +2.5106e+00 +2.8423e+00 -2.5882e+00 +3.4005e-01 +3.1328e+00 -2.3241e-01 -1.2091e+00 -9.7179e-01 +3.1697e-01 +9.7600e-01 -3.0759e+00 +2.5864e+00 +3.5256e+00
5 +5.280012199e+06 +5.280012199e+06 +5.281012199e+06 +5.281012199e+06 -1.5442e+00 +8.7633e-01 -1.9857e+00 +1.7350e+00 +3.0044e+00 -1.4833e+00 +3.8515e+00 +3.9046e+00 +3.7694e+00 +2.2507e+00 +3.0110e+00 +3.7012e+00 +1.9185e+00 +2.9270e-01 +6.0834e-01 +1.9215e+00 -1.9734e+00 -2.2327e+00 +2.0669e+00 +4.6532e-01
57 +3.172205575e+06 +3.172205575e+06 +3.173205575e+06 +3.173205575e+06 -1.2545e+00 -1.1991e+00 -3.7373e+00 +3.9888e+00 -1.0788e+00 -6.3890e-01 +9.7885e-01 +1.1554e+00 -2.3426e+00 +1.3280e+00 -2.1465e+00 +3.2652e+00 -3.5618e+00 -2.9070e-01 -5.2479e-01 +3.8295e+00 -9.5558e-01 -2.9677e-01 -1.5988e-01 +2.3823e+00
723 +2.405123247e+06 +2.405123247e+06 +2.406123247e+06 +2.406123247e+06 -1.4301e+00 -1.3171e+00 -3.5795e+00 +3.7596e+00 -8.9237e-01 -7.0971e-01 +1.0831e+00 +1.0689e+00 -2.6101e+00 +1.4069e+00 -2.1437e+00 +3.1834e+00 -3.6546e+00 -5.5688e-01 -4.1003e-01 +3.6177e+00 -1.0165e+00 -3.4926e-01 +8.2928e-02 +2.5066e+00
1843 +1.559629511e+06 +1.559629511e+06 +1.560629511e+06 +1.560629511e+06 -1.7900e+00 -1.4177e+00 -3.6441e+00 +3.5926e+00 -7.0981e-01 -8.6847e-01 +1.2703e+00 +9.1224e-01 -2.7756e+00 +1.3441e+00 -2.4174e+00 +3.1077e+00 -3.7253e+00 -8.5059e-01 -4.0657e-01 +3.6202e+00 -1.2446e+00 -3.2618e-01 +2.1205e-01 +2.5058e+00
2625 +9.946177202e+05 +9.946177202e+05 +9.956177202e+05 +9.956177202e+05 -2.0779e+00 -1.6682e+00 -3.6268e+00 +3.7555e+00 -4.8790e-01 -9.5661e-01 +1.7452e+00 +8.3005e-01 -2.6296e+00 +1.4945e+00 -2.3100e+00 +3.1786e+00 -3.6335e+00 -1.0406e+00 -7.0765e-01 +3.3280e+00 -1.2417e+00 -5.0596e-01 +4.0388e-01 +2.4656e+00
4140 +6.291453909e+05 +6.291453909e+05 +6.301453909e+05 +6.301453909e+05 -2.4543e+00 -1.7772e+00 -3.7260e+00 +3.5481e+00 -1.4467e-01 -1.2642e+00 +2.4640e+00 +7.6437e-01 -2.3447e+00 +1.7826e+00 -2.4479e+00 +3.4106e+00 -3.2331e+00 -1.1960e+00 -9.4896e-01 +3.0914e+00 -1.6680e+00 -6.1177e-01 +3.0374e-01 +2.2762e+00
