% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5785 +3.900611580e+06 +3.900611580e+06 +3.901611580e+06 +3.901611580e+06 -1.9692e+00 +1.0390e+00 -1.4800e+00 -3.1544e-01 -2.2346e-01 -4.2656e-01 +1.9830e+00 -1.6200e-01 +1.7506e-01 +3.7788e+00 +3.0933e+00 +3.9268e-02 -1.3196e+00 -1.6549e+00 -6.1797e-01 +2.3766e+00 +4.4802e-01 -8.0019e-01 +2.4112e+00 -1.5063e+00
6507 +2.507499228e+06 +2.507499228e+06 +2.508499228e+06 +2.508499228e+06 -2.0224e+00 +9.8949e-01 -1.5843e+00 -2.4308e-01 -2.2591e-01 -6.5989e-01 +1.9022e+00 -1.3693e-01 -8.3305e-02 +3.7919e+00 +3.0858e+00 +9.7720e-02 -1.4605e+00 -1.6654e+00 -5.9347e-01 +2.3542e+00 +5.5112e-01 -6.5489e-01 +2.3067e+00 -1.6804e+00
7044 +1.459998520e+06 +1.459998520e+06 +1.460998520e+06 +1.460998520e+06 -2.1844e+00 +1.1503e+00 -1.8089e+00 -2.8149e-01 -4.4747e-01 -5.8643e-01 +1.9137e+00 -2.4117e-01 -3.4140e-01 +3.9449e+00 +3.0910e+00 +1.7550e-01 -1.5441e+00 -1.4844e+00 -7.5332e-01 +2.4735e+00 +7.1474e-01 -4.3015e-01 +2.4161e+00 -1.6695e+00
7621 +9.541758763e+05 +9.541758763e+05 +9.551758763e+05 +9.551758763e+05 -2.2468e+00 +1.1563e+00 -1.9121e+00 -3.2759e-01 -3.5638e-01 -7.2953e-01 +1.9640e+00 -1.1391e-01 -4.6826e-01 +4.0711e+00 +3.0607e+00 +1.9649e-01 -1.7102e+00 -1.4994e+00 -7.0978e-01 +2.4270e+00 +7.9254e-01 -5.7064e-01 +2.3936e+00 -1.7216e+00
8036 +5.959791550e+05 +5.959791550e+05 +5.969791550e+05 +5.969791550e+05 -2.3620e+00 +1.2992e+00 -2.0913e+00 -4.8616e-01 -4.1918e-01 -8.3557e-01 +1.9635e+00 -6.8886e-02 -6.1001e-01 +4.0216e+00 +3.1490e+00 +2.5221e-01 -1.9372e+00 -1.3872e+00 -5.6439e-01 +2.3714e+00 +7.9901e-01 -5.2091e-01 +2.4638e+00 -1.6950e+00
8531 +3.144106262e+05 +3.144106262e+05 +3.154106262e+05 +3.154106262e+05 -2.6315e+00 +1.2581e+00 -2.1914e+00 -4.5789e-01 -3.8661e-01 -9.7799e-01 +1.7377e+00 -2.0414e-01 -7.8418e-01 +4.1123e+00 +3.0798e+00 +3.1649e-01 -2.1597e+00 -1.3882e+00 -6.4160e-01 +2.1810e+00 +7.8488e-01 -3.8971e-01 +2.4441e+00 -1.6142e+00
9135 +2.069911799e+05 +2.069911799e+05 +2.079911799e+05 +2.079911799e+05 -2.5889e+00 +1.1708e+00 -2.0880e+00 -4.5483e-01 -5.1965e-01 -8.1344e-01 +1.6264e+00 -5.1234e-02 -1.0735e+00 +4.1086e+00 +3.0440e+00 +1.4390e-01 -2.0234e+00 -1.4924e+00 -7.9199e-01 +2.1431e+00 +8.4108e-01 -3.5514e-01 +2.5146e+00 -1.6975e+00
9282 +1.538287011e+05 +1.538287011e+05 +1.548287011e+05 +1.548287011e+05 -2.5556e+00 +1.3157e+00 -2.0946e+00 -3.3309e-01 -5.0051e-01 -9.0870e-01 +1.5443e+00 -5.3983e-02 -1.0442e+00 +4.1079e+00 +3.2122e+00 +1.3590e-01 -2.0724e+00 -1.3859e+00 -7.2898e-01 +2.1810e+00 +8.3343e-01 -2.5741e-01 +2.5734e+00 -1.8301e+00
9936 +9.980674031e+04 +9.980674031e+04 +1.008067403e+05 +1.008067403e+05 -2.4899e+00 +1.1058e+00 -2.1059e+00 -2.6912e-01 -5.2287e-01 -1.0525e+00 +1.6911e+00 -1.9642e-01 -1.0249e+00 +4.2225e+00 +3.2101e+00 +1.5236e-01 -2.0917e+00 -1.4663e+00 -6.7787e-01 +2.2005e+00 +7.1902e-01 -3.3559e-01 +2.5767e+00 -2.0270e+00
11310 +6.131778349e+04 +6.131778349e+04 +6.231778349e+04 +6.231778349e+04 -2.5732e+00 +1.2969e+00 -2.1728e+00 -4.3809e-01 -3.8161e-01 -1.0660e+00 +1.6241e+00 -1.9486e-01 -8.8716e-01 +4.1011e+00 +3.0700e+00 +1.6906e-01 -2.1571e+00 -1.6332e+00 -7.3217e-01 +2.1341e+00 +8.0304e-01 -3.4963e-01 +2.5790e+00 -1.9046e+00
11562 +2.364877916e+04 +2.364877916e+04 +2.464877916e+04 +2.464877916e+04 -2.4949e+00 +1.2451e+00 -2.0418e+00 -3.5021e-01 -5.5872e-01 -1.0218e+00 +1.6281e+00 -8.5842e-02 -1.0636e+00 +4.0638e+00 +3.0812e+00 +1.9910e-01 -2.1577e+00 -1.5670e+00 -7.7783e-01 +2.1530e+00 +7.5318e-01 -4.0933e-01 +2.6258e+00 -1.9315e+00
% function evaluation | noise-free fitness - Fopt (-1.152000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.888201326e+08 +2.888201326e+08 +2.888200174e+08 +2.888200174e+08 +1.0897e-01 -2.6377e+00 -6.7888e-01 -1.8348e+00 +9.8458e-01 +2.9629e+00 +2.7088e-01 -2.4531e+00 +8.1019e-01 +2.4835e+00 +2.6409e+00 -1.6123e+00 -7.0192e-01 +8.8713e-02 +1.0918e+00 +2.9597e+00 -7.8698e-01 -4.0553e-01 -5.0282e-03 -3.9421e+00
37 +2.019427250e+08 +2.019427250e+08 +2.019426098e+08 +2.019426098e+08 +4.8257e-01 -2.2945e+00 -2.9941e+00 +2.0375e+00 -9.3018e-01 +1.1457e+00 -8.0384e-01 -1.8544e+00 +3.4023e+00 +8.7423e-01 +1.6212e-01 +6.4355e-01 -2.8975e+00 -2.5627e+00 +1.7293e+00 +1.8104e+00 +6.8477e-01 -1.7669e+00 +2.6033e+00 -2.3322e+00
48 +1.449755699e+08 +1.449755699e+08 +1.449754547e+08 +1.449754547e+08 +4.0723e-01 -2.4971e+00 -5.2274e-02 -3.9662e+00 -2.7606e+00 -3.9858e+00 -7.3758e-01 -3.5988e+00 -1.4164e+00 +2.3842e+00 -2.6398e+00 -1.4410e+00 +3.1028e+00 -3.0522e+00 +2.7861e+00 -1.3274e+00 -3.4728e+00 +1.4565e+00 -2.2562e+00 -2.5022e+00
99 +7.148530401e+07 +7.148530401e+07 +7.148518881e+07 +7.148518881e+07 -1.7873e+00 -2.4248e+00 +2.8731e+00 -9.2186e-01 -2.7047e+00 -3.0008e+00 +3.9610e-01 -1.9808e+00 -4.2891e-01 +1.6970e+00 -1.3397e+00 -1.5027e+00 +5.2540e-01 -2.5385e+00 +1.6662e+00 -2.5382e+00 -5.9538e-01 -4.9321e-01 -9.2438e-02 -2.5507e+00
463 +6.286983706e+07 +6.286983706e+07 +6.286972186e+07 +6.286972186e+07 -1.2503e+00 -2.4114e+00 +1.8550e+00 -1.5436e+00 -2.0153e+00 -3.0919e+00 +5.6953e-01 -1.7662e+00 -5.5526e-01 +1.6662e+00 -1.3581e+00 -1.6285e+00 +6.7466e-01 -2.7186e+00 +1.7545e+00 -2.5953e+00 -6.5840e-01 -4.8961e-01 -8.9116e-03 -2.5156e+00
2621 +3.947717422e+07 +3.947717422e+07 +3.947705902e+07 +3.947705902e+07 -1.5945e+00 -2.7407e+00 +1.2971e+00 -1.6168e+00 -2.3468e+00 -3.3664e+00 +7.4453e-01 -1.0446e+00 -8.9697e-01 +1.4865e+00 -1.0853e+00 -8.0681e-01 +9.3157e-01 -3.1966e+00 +1.7995e+00 -1.8272e+00 -7.5859e-01 -1.1193e+00 +2.2337e-02 -2.2337e+00
4873 +2.470481996e+07 +2.470481996e+07 +2.470470476e+07 +2.470470476e+07 -1.7459e+00 -3.0005e+00 +1.0118e+00 -2.0380e+00 -2.3766e+00 -3.1928e+00 +5.1886e-01 -5.6469e-01 -1.1260e+00 +9.5440e-01 -1.1510e+00 -3.6911e-01 +1.1525e+00 -3.5086e+00 +1.8919e+00 -1.4339e+00 -1.0417e+00 -1.6639e+00 +5.0019e-02 -2.5991e+00
6396 +1.581774841e+07 +1.581774841e+07 +1.581763321e+07 +1.581763321e+07 -2.3243e+00 -2.8404e+00 +9.3323e-01 -2.3079e+00 -2.1860e+00 -3.1154e+00 +6.4176e-01 -1.5185e-01 -9.3387e-01 +7.7803e-01 -1.2903e+00 +1.5927e-01 +1.6942e+00 -3.2614e+00 +2.1905e+00 -1.1076e+00 -8.5103e-01 -2.2148e+00 -1.6643e-02 -3.0202e+00
7885 +9.865083782e+06 +9.865083782e+06 +9.864968582e+06 +9.864968582e+06 -2.4403e+00 -2.8338e+00 +9.0487e-01 -2.5519e+00 -2.1952e+00 -3.0894e+00 +6.5680e-01 +1.7692e-01 -1.0932e+00 +3.3198e-01 -1.5462e+00 +5.9891e-01 +1.8427e+00 -3.2847e+00 +2.0069e+00 -7.8218e-01 -9.1975e-01 -2.4655e+00 +1.3986e-01 -3.1373e+00
8540 +6.079865186e+06 +6.079865186e+06 +6.079749986e+06 +6.079749986e+06 -2.5919e+00 -2.8968e+00 +4.1011e-01 -2.7233e+00 -2.1812e+00 -2.9919e+00 +6.4043e-01 +4.5801e-01 -1.1200e+00 -6.5676e-02 -1.3422e+00 +8.6663e-01 +1.8016e+00 -3.4956e+00 +1.8406e+00 -7.1381e-01 -8.7476e-01 -2.5809e+00 +3.2545e-02 -3.0153e+00
9671 +3.975885161e+06 +3.975885161e+06 +3.975769961e+06 +3.975769961e+06 -2.5341e+00 -2.8343e+00 +3.5635e-01 -2.8261e+00 -1.9337e+00 -2.9129e+00 +4.0403e-01 +6.9326e-01 -1.4297e+00 -3.8213e-01 -1.3922e+00 +1.2986e+00 +1.8659e+00 -3.3483e+00 +1.7900e+00 -6.7704e-01 -7.3556e-01 -2.3437e+00 -7.4721e-02 -3.1168e+00
10312 +2.448808073e+06 +2.448808073e+06 +2.448692873e+06 +2.448692873e+06 -2.5993e+00 -2.9489e+00 +1.8571e-01 -3.0533e+00 -2.0518e+00 -3.1395e+00 +2.8906e-01 +9.0544e-01 -1.3626e+00 -4.0907e-01 -1.5884e+00 +1.4454e+00 +1.9655e+00 -3.4860e+00 +1.7635e+00 -4.2297e-01 -1.0450e+00 -2.3900e+00 +3.5232e-02 -3.2382e+00
11051 +1.579764277e+06 +1.579764277e+06 +1.579649077e+06 +1.579649077e+06 -2.8400e+00 -2.9902e+00 +1.0036e-01 -3.1348e+00 -1.8032e+00 -3.1559e+00 +1.3931e-01 +1.0162e+00 -1.5091e+00 -5.5728e-01 -1.5077e+00 +1.6110e+00 +2.0362e+00 -3.5874e+00 +1.6775e+00 -2.6248e-01 -1.1800e+00 -2.4672e+00 +3.8221e-02 -3.2162e+00
11421 +9.887683247e+05 +9.887683247e+05 +9.886531247e+05 +9.886531247e+05 -2.9150e+00 -3.0910e+00 -8.6828e-02 -3.0881e+00 -1.8796e+00 -3.0999e+00 +2.4078e-01 +1.0692e+00 -1.4536e+00 -7.0569e-01 -1.4532e+00 +1.7946e+00 +2.1326e+00 -3.7505e+00 +1.5092e+00 -3.0934e-01 -1.1898e+00 -2.6086e+00 +9.7229e-02 -3.3147e+00
11812 +6.078302177e+05 +6.078302177e+05 +6.077150177e+05 +6.077150177e+05 -2.9961e+00 -3.1008e+00 -1.5862e-01 -3.2781e+00 -2.0424e+00 -2.9979e+00 +3.6975e-01 +9.8040e-01 -1.6995e+00 -7.4952e-01 -1.2795e+00 +2.0048e+00 +2.2018e+00 -3.6201e+00 +1.4627e+00 -2.0623e-01 -1.3034e+00 -2.5569e+00 +1.2685e-01 -3.3165e+00
12285 +3.946499948e+05 +3.946499948e+05 +3.945347948e+05 +3.945347948e+05 -3.0579e+00 -3.0888e+00 -9.3637e-02 -3.3069e+00 -2.0681e+00 -3.0790e+00 +4.6110e-01 +9.3026e-01 -1.6578e+00 -9.8675e-01 -1.4369e+00 +2.0247e+00 +2.0948e+00 -3.8187e+00 +1.4092e+00 -1.3838e-01 -1.0025e+00 -2.5182e+00 +1.3256e-01 -3.5717e+00
12541 +1.997104132e+05 +1.997104132e+05 +1.995952132e+05 +1.995952132e+05 -3.0487e+00 -3.0919e+00 -2.0800e-01 -3.4122e+00 -2.1040e+00 -2.8939e+00 +4.1373e-01 +1.0958e+00 -1.6961e+00 -9.4124e-01 -1.4378e+00 +2.1684e+00 +2.0719e+00 -3.7501e+00 +1.3744e+00 -2.2060e-01 -1.0394e+00 -2.6172e+00 +1.1971e-01 -3.7109e+00
12689 +1.459910616e+05 +1.459910616e+05 +1.458758616e+05 +1.458758616e+05 -3.0404e+00 -3.0849e+00 -2.7046e-01 -3.4047e+00 -2.0168e+00 -2.9599e+00 +3.2573e-01 +1.0101e+00 -1.7642e+00 -9.9105e-01 -1.4935e+00 +2.1610e+00 +2.0433e+00 -3.7795e+00 +1.3580e+00 -1.5385e-01 -1.0541e+00 -2.7085e+00 +3.2363e-02 -3.7004e+00
13079 +9.383853495e+04 +9.383853495e+04 +9.372333495e+04 +9.372333495e+04 -3.1246e+00 -3.0277e+00 -3.6039e-01 -3.4082e+00 -1.9219e+00 -2.8523e+00 +2.8257e-01 +1.1431e+00 -1.7336e+00 -1.0206e+00 -1.4791e+00 +2.1616e+00 +2.0660e+00 -3.7710e+00 +1.4477e+00 -1.0732e-01 -1.1417e+00 -2.7626e+00 +2.7269e-02 -3.6596e+00
14450 +5.372949712e+04 +5.372949712e+04 +5.361429712e+04 +5.361429712e+04 -3.1231e+00 -3.0266e+00 -2.7368e-01 -3.4094e+00 -2.0658e+00 -2.8619e+00 +2.2109e-01 +1.3026e+00 -1.7052e+00 -1.0301e+00 -1.3281e+00 +2.1359e+00 +1.9256e+00 -3.6408e+00 +1.5571e+00 +3.0936e-02 -1.0898e+00 -2.7395e+00 +5.8159e-02 -3.7370e+00
15822 +3.692193054e+04 +3.692193054e+04 +3.680673054e+04 +3.680673054e+04 -3.1025e+00 -2.9834e+00 -2.7746e-01 -3.3997e+00 -1.9917e+00 -2.8710e+00 +3.7701e-01 +1.2587e+00 -1.6601e+00 -9.1181e-01 -1.4415e+00 +2.2721e+00 +1.8570e+00 -3.5421e+00 +1.5703e+00 +1.7508e-02 -1.0972e+00 -2.8086e+00 -1.7503e-02 -3.6900e+00
% function evaluation | noise-free fitness - Fopt (2.616400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.829800709e+08 +5.829800709e+08 +5.829803325e+08 +5.829803325e+08 +2.5840e+00 +2.0282e+00 -2.4338e+00 -6.3830e-01 -5.4278e-01 -3.8943e+00 +1.4264e+00 +2.5102e+00 -2.8928e+00 +3.8876e+00 -1.6868e+00 +3.9231e+00 -3.9117e+00 -1.5191e+00 -2.3211e+00 -8.1243e-01 -2.5640e+00 -2.9974e+00 +1.2305e+00 -1.3675e+00
4 +2.257594384e+08 +2.257594384e+08 +2.257597000e+08 +2.257597000e+08 +2.8821e+00 +2.8796e+00 +2.4274e+00 +1.3791e+00 -1.2266e+00 +2.6199e+00 +1.9639e+00 -2.7267e+00 +1.2263e+00 +3.4053e+00 +1.6062e+00 +2.1406e+00 -3.9364e+00 +6.7819e-01 +1.6677e+00 -3.4650e+00 -3.4704e+00 -3.8539e+00 -1.0036e-01 -1.5561e+00
22 +9.298775404e+07 +9.298775404e+07 +9.298801568e+07 +9.298801568e+07 +3.2607e+00 -3.0958e+00 -2.3315e+00 -1.3506e+00 -3.3416e-02 +4.0344e-01 +1.7206e+00 +1.0315e+00 +2.2296e+00 -1.0778e+00 -1.8748e+00 -3.2846e+00 -4.6072e-01 +2.1158e+00 -1.0859e+00 +2.7182e+00 -7.5298e-01 +1.7841e+00 -1.3262e-01 -8.2753e-01
940 +6.289299648e+07 +6.289299648e+07 +6.289325812e+07 +6.289325812e+07 +3.0673e+00 +2.1796e+00 -1.4429e+00 -1.1500e+00 -2.4951e-01 +1.9404e+00 +1.1846e+00 +5.4768e-01 +2.5799e+00 -7.2772e-01 -1.6157e+00 -2.5335e+00 -5.1106e-01 +2.0846e+00 +8.4421e-02 +3.0105e+00 -4.1947e-01 +1.8015e+00 -6.6558e-02 -1.8483e+00
3302 +3.923713123e+07 +3.923713123e+07 +3.923739287e+07 +3.923739287e+07 +2.6046e+00 +1.6524e+00 -1.4243e+00 -8.9296e-01 +1.2340e-01 +2.3472e+00 +8.1730e-01 +6.1587e-01 +2.9479e+00 +1.0794e-01 -1.9204e+00 -2.8651e+00 -5.5840e-01 +1.8566e+00 +5.6497e-01 +2.6175e+00 -8.2462e-01 +1.5332e+00 +3.4190e-01 -1.2409e+00
5348 +2.488745153e+07 +2.488745153e+07 +2.488771317e+07 +2.488771317e+07 +2.3486e+00 +1.3698e+00 -1.4065e+00 -6.0178e-01 -3.7063e-01 +2.2941e+00 +4.7683e-01 +6.0648e-01 +2.7539e+00 +6.9958e-01 -1.7335e+00 -2.8188e+00 -8.8177e-01 +1.3288e+00 +9.6718e-01 +2.6053e+00 -1.4626e+00 +1.9002e+00 +7.3888e-01 -8.3421e-01
6973 +1.520553395e+07 +1.520553395e+07 +1.520579559e+07 +1.520579559e+07 +2.0031e+00 +9.6260e-01 -1.6291e+00 -4.4065e-01 -7.1026e-01 +2.3281e+00 +2.0382e-01 +7.6339e-01 +3.1232e+00 +1.2963e+00 -1.7493e+00 -2.6328e+00 -1.1866e+00 +1.0440e+00 +1.2639e+00 +2.4085e+00 -1.9565e+00 +2.3255e+00 +7.9739e-01 -9.0169e-01
8224 +9.612059969e+06 +9.612059969e+06 +9.612321609e+06 +9.612321609e+06 +1.9206e+00 +7.9812e-01 -1.5385e+00 -5.1317e-03 -6.7787e-01 +2.3436e+00 +9.6155e-03 +6.5032e-01 +3.2745e+00 +1.6732e+00 -1.4370e+00 -2.4778e+00 -1.2424e+00 +8.4184e-01 +1.5658e+00 +2.3874e+00 -2.1198e+00 +2.5948e+00 +8.3523e-01 -6.1356e-01
9341 +5.939072456e+06 +5.939072456e+06 +5.939334096e+06 +5.939334096e+06 +1.6504e+00 +5.5543e-01 -1.3907e+00 +2.5326e-01 -6.5262e-01 +2.4025e+00 -2.9029e-01 +5.0753e-01 +3.2924e+00 +2.1234e+00 -1.6626e+00 -2.1895e+00 -1.0399e+00 +9.9241e-01 +1.5140e+00 +2.0460e+00 -2.3674e+00 +2.7383e+00 +9.8820e-01 -4.8440e-01
9993 +3.764214423e+06 +3.764214423e+06 +3.764476063e+06 +3.764476063e+06 +1.4518e+00 +3.9892e-01 -1.5416e+00 +5.6676e-01 -4.6446e-01 +2.4122e+00 -5.8907e-01 +4.3191e-01 +3.5020e+00 +2.2180e+00 -1.8402e+00 -2.1345e+00 -1.0898e+00 +6.9689e-01 +1.6720e+00 +2.0352e+00 -2.5399e+00 +2.7544e+00 +7.9585e-01 -4.7341e-01
10728 +2.497666152e+06 +2.497666152e+06 +2.497927792e+06 +2.497927792e+06 +1.4549e+00 +2.7928e-01 -1.4237e+00 +6.5235e-01 -4.2506e-01 +2.6174e+00 -6.4231e-01 +3.8940e-01 +3.2771e+00 +2.4267e+00 -1.9657e+00 -1.9300e+00 -9.7545e-01 +5.9731e-01 +1.8772e+00 +1.8203e+00 -2.6164e+00 +2.9034e+00 +8.9858e-01 -2.7081e-01
11373 +1.542610224e+06 +1.542610224e+06 +1.542871864e+06 +1.542871864e+06 +1.5664e+00 -7.3582e-03 -1.3237e+00 +6.6887e-01 -3.7635e-01 +2.7195e+00 -6.4789e-01 +3.1013e-01 +3.6553e+00 +2.3292e+00 -1.9655e+00 -1.9141e+00 -1.2483e+00 +5.1666e-01 +2.0288e+00 +2.1396e+00 -2.7477e+00 +3.1271e+00 +9.2601e-01 -3.2759e-01
12232 +8.653850664e+05 +8.653850664e+05 +8.656467064e+05 +8.656467064e+05 +1.5919e+00 -3.0785e-01 -1.3010e+00 +1.0475e+00 -4.0593e-01 +2.6543e+00 -6.8385e-01 +4.9600e-01 +3.7685e+00 +2.4674e+00 -1.9282e+00 -1.9723e+00 -1.3336e+00 +4.3665e-01 +1.9684e+00 +2.1287e+00 -2.8036e+00 +3.2899e+00 +9.0008e-01 -2.2073e-01
12493 +5.144187491e+05 +5.144187491e+05 +5.146803891e+05 +5.146803891e+05 +1.6867e+00 -3.8540e-01 -1.2810e+00 +1.2055e+00 -4.6020e-01 +2.6943e+00 -8.2928e-01 +4.0477e-01 +3.6938e+00 +2.4146e+00 -1.8012e+00 -1.8980e+00 -1.2865e+00 +4.2659e-01 +2.1291e+00 +2.0146e+00 -2.7350e+00 +3.2559e+00 +9.5076e-01 -1.6483e-01
12625 +3.863257621e+05 +3.863257621e+05 +3.865874021e+05 +3.865874021e+05 +1.6364e+00 -4.0252e-01 -1.2063e+00 +1.1969e+00 -5.5878e-01 +2.7561e+00 -7.6419e-01 +3.1322e-01 +3.6382e+00 +2.4916e+00 -1.7613e+00 -1.8056e+00 -1.3500e+00 +4.6393e-01 +2.1968e+00 +2.0834e+00 -2.7230e+00 +3.3283e+00 +1.0441e+00 -2.2681e-01
13027 +2.464360679e+05 +2.464360679e+05 +2.466977079e+05 +2.466977079e+05 +1.6221e+00 -4.8152e-01 -1.3033e+00 +1.2897e+00 -4.1973e-01 +2.6759e+00 -8.9136e-01 +2.8167e-01 +3.6673e+00 +2.6878e+00 -1.8689e+00 -1.7982e+00 -1.5558e+00 +4.8127e-01 +2.3323e+00 +2.0249e+00 -2.5502e+00 +3.2920e+00 +8.9549e-01 -8.3956e-02
13617 +1.555896025e+05 +1.555896025e+05 +1.558512425e+05 +1.558512425e+05 +1.7096e+00 -2.9953e-01 -1.2065e+00 +1.3148e+00 -4.9024e-01 +2.7253e+00 -9.5864e-01 +3.3959e-01 +3.7845e+00 +2.6721e+00 -1.8673e+00 -1.8813e+00 -1.2620e+00 +5.3952e-01 +2.5105e+00 +1.9818e+00 -2.6982e+00 +3.3380e+00 +9.9944e-01 -2.8265e-01
14524 +9.318242912e+04 +9.318242912e+04 +9.344406912e+04 +9.344406912e+04 +1.4369e+00 -5.1717e-01 -1.2314e+00 +1.4473e+00 -4.3055e-01 +2.8243e+00 -7.9617e-01 +2.7031e-01 +3.7480e+00 +2.7660e+00 -1.8295e+00 -2.0015e+00 -1.3766e+00 +4.5612e-01 +2.5396e+00 +1.7691e+00 -2.6570e+00 +3.3678e+00 +1.0898e+00 -2.9691e-01
15269 +6.128623845e+04 +6.128623845e+04 +6.154787845e+04 +6.154787845e+04 +1.4222e+00 -5.4859e-01 -1.2061e+00 +1.4878e+00 -3.8953e-01 +2.7878e+00 -9.3855e-01 +1.4320e-01 +3.8305e+00 +2.7634e+00 -1.7909e+00 -1.8664e+00 -1.3095e+00 +3.9431e-01 +2.5607e+00 +1.9552e+00 -2.7096e+00 +3.3353e+00 +9.5195e-01 -2.5965e-01
26133 +3.761368161e+04 +3.761368161e+04 +3.787532161e+04 +3.787532161e+04 +1.6348e+00 -1.8525e-01 -1.4126e+00 +1.6374e+00 -2.9701e-01 +2.9247e+00 -1.0487e+00 +2.6013e-01 +3.5770e+00 +2.6540e+00 -1.8179e+00 -1.4843e+00 -1.0964e+00 +4.4547e-01 +2.7134e+00 +1.7703e+00 -2.7656e+00 +3.2297e+00 +1.1097e+00 -3.1759e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.204015358e+08 +3.204015358e+08 +3.204025358e+08 +3.204025358e+08 +1.6243e+00 +2.6672e+00 +2.2399e+00 -2.5178e+00 -3.2634e+00 -3.3764e-01 +1.9539e+00 +1.7334e-01 +7.0253e-01 -1.6618e+00 -3.4015e+00 +5.3045e-01 +9.9270e-01 +3.2545e+00 +1.3753e-01 -2.6096e+00 -2.5456e+00 +2.8409e+00 -4.8181e-02 -1.9577e+00
4 +2.438512222e+08 +2.438512222e+08 +2.438522222e+08 +2.438522222e+08 +2.6819e+00 +2.8748e-01 -1.3683e+00 +1.1239e+00 +2.6840e+00 -3.4997e+00 -6.8625e-01 +2.3817e+00 -3.1471e+00 +3.0189e-01 -2.2340e+00 +2.2021e+00 +3.7160e+00 -2.0504e+00 +4.4334e-01 -1.6559e+00 +2.8587e+00 +1.8531e+00 -1.0701e+00 +1.6105e+00
30 +1.494963932e+08 +1.494963932e+08 +1.494973932e+08 +1.494973932e+08 -4.3071e-01 +1.1501e+00 -2.7437e+00 +1.1842e+00 +1.4755e+00 -3.2054e+00 -7.2901e-01 +7.7224e-01 -2.9277e+00 -2.3385e-01 -1.7707e+00 +2.7497e+00 +1.3782e+00 -1.3554e+00 +3.7318e-01 -1.0357e+00 -7.3008e-01 +1.1146e+00 -1.3573e+00 +1.0721e+00
72 +4.235971424e+07 +4.235971424e+07 +4.236071424e+07 +4.236071424e+07 -1.5781e+00 +2.6283e+00 -7.5488e-01 -2.3977e+00 -3.0661e+00 -8.1244e-01 -1.2307e+00 +1.4077e+00 -1.5100e+00 +1.4869e+00 -3.2590e-01 +1.6212e+00 +2.7005e-01 -3.4505e-02 +2.6368e+00 +1.5870e+00 +1.2263e+00 -1.5334e+00 -2.3756e+00 +1.0975e+00
464 +3.934952383e+07 +3.934952383e+07 +3.935052383e+07 +3.935052383e+07 -1.5127e+00 +2.7663e+00 -9.8047e-01 -2.4034e+00 -3.0102e+00 -8.8442e-01 -1.1279e+00 +1.1974e+00 -1.3153e+00 +1.4936e+00 -4.5228e-01 +1.6572e+00 +1.4246e-01 -1.8968e-01 +2.5531e+00 +1.7501e+00 +1.1552e+00 -1.5861e+00 -2.4145e+00 +1.0149e+00
2231 +2.506235591e+07 +2.506235591e+07 +2.506335591e+07 +2.506335591e+07 -1.7599e+00 +3.2589e+00 -1.5067e+00 -2.0206e+00 -2.6865e+00 -7.7179e-01 -1.0199e+00 +1.1748e+00 -1.2652e+00 +1.9440e+00 -5.7327e-02 +2.1886e+00 -1.2428e-01 -2.2788e-01 +2.5973e+00 +1.3033e+00 +1.6440e+00 -1.4065e+00 -2.6507e+00 +6.9040e-01
3871 +1.536030682e+07 +1.536030682e+07 +1.536130682e+07 +1.536130682e+07 -2.5387e+00 +3.0308e+00 -1.9365e+00 -2.0258e+00 -2.5531e+00 -8.1027e-01 -1.3876e+00 +8.0494e-01 -8.7856e-01 +1.7727e+00 +1.4106e-01 +2.5096e+00 -4.0206e-01 -3.1169e-01 +2.8217e+00 +1.0182e+00 +1.8769e+00 -1.4760e+00 -2.9704e+00 +2.1116e-01
5253 +9.964691888e+06 +9.964691888e+06 +9.965691888e+06 +9.965691888e+06 -2.9780e+00 +2.8689e+00 -2.2364e+00 -1.9400e+00 -2.7004e+00 -8.9812e-01 -1.4384e+00 +8.1414e-01 -8.5674e-01 +1.9147e+00 +2.5549e-01 +2.5272e+00 -7.5720e-01 +9.9097e-02 +2.5892e+00 +1.1454e+00 +1.8930e+00 -1.6661e+00 -2.7424e+00 -2.7747e-01
6371 +6.276901986e+06 +6.276901986e+06 +6.277901986e+06 +6.277901986e+06 -3.0522e+00 +2.9438e+00 -2.4443e+00 -2.2151e+00 -2.5528e+00 -1.0254e+00 -1.5825e+00 +8.4427e-01 -9.4743e-01 +1.9694e+00 +4.0848e-01 +2.7238e+00 -1.1755e+00 +3.6259e-01 +2.3925e+00 +6.8695e-01 +2.0961e+00 -1.5705e+00 -2.8390e+00 -5.2240e-01
